anio,mes,operación,pais_de_origen_o_destino,umed,cantidad,dolares,pesos
2017,Febrero,Exportación,Hong Kong,ton,0.336,2820,56154
2017,Marzo,Exportación,Hong Kong,ton,0.15,300,5666
2017,Mayo,Exportación,Hong Kong,ton,0.403,806,14970
2017,Agosto,Exportación,Hong Kong,ton,0.333,665,11895
2017,Diciembre,Exportación,Hong Kong,ton,0.675,5538,104078
2017,Enero,Exportación,Italia,ton,42.951,152476,3264648
2017,Febrero,Exportación,Italia,ton,60,214998,4438103
2017,Julio,Exportación,Italia,ton,43.2,166320,2924504
2017,Agosto,Exportación,Italia,ton,10.33,30991,553140
2017,Septiembre,Exportación,Italia,ton,54.605,208384,3732963
2017,Octubre,Exportación,Italia,ton,105,266700,4969341
2017,Enero,Exportación,Japón,ton,43.174,125205,2705619
2017,Febrero,Exportación,Japón,ton,0.036,8,163
2017,Abril,Exportación,Japón,ton,21.601,61563,1155202
2017,Mayo,Exportación,Japón,ton,21.6,61560,1169757
2017,Junio,Exportación,Japón,ton,126.949,581467,10679142
2017,Julio,Exportación,Japón,ton,116.944,500190,8906374
2017,Agosto,Exportación,Japón,ton,38.7,173116,3084687
2017,Septiembre,Exportación,Japón,ton,31.519,124092,2199412
2017,Octubre,Exportación,Japón,ton,85.36,320209,5940585
2017,Julio,Exportación,Líbano,ton,0.003,16,300
2017,Marzo,Exportación,Noruega,ton,21.6,67500,1289722
2017,Enero,Exportación,Países Bajos,ton,24,85200,1791006
2017,Junio,Exportación,Países Bajos,ton,43.2,166752,3027716
2017,Agosto,Exportación,Países Bajos,ton,43.2,166752,2980859
2017,Septiembre,Exportación,Países Bajos,ton,66.4,171828,3041511
2017,Octubre,Exportación,Países Bajos,ton,66.6,171828,3133059
2017,Diciembre,Exportación,Países Bajos,ton,48.318,186507,3515482
2017,Enero,Exportación,Países no Identificados,ton,0.116,3254,71297
2017,Febrero,Exportación,Países no Identificados,ton,0.12,3249,66050
2017,Marzo,Exportación,Países no Identificados,ton,0.131,3801,74604
2017,Abril,Exportación,Países no Identificados,ton,0.109,3174,59551
2017,Mayo,Exportación,Países no Identificados,ton,0.093,2708,50065
2017,Julio,Exportación,Países no Identificados,ton,0.095,2757,50190
2017,Noviembre,Exportación,Países no Identificados,ton,0.069,1889,36144
2017,Enero,Exportación,Panamá,ton,21.6,51840,1135524
2017,Marzo,Exportación,Panamá,ton,0.088,392,7832
2017,Junio,Exportación,Panamá,ton,43.322,140961,2550332
2017,Julio,Exportación,Panamá,ton,0.12,588,10440
2017,Enero,Exportación,Portugal,ton,216,394200,8265152
2017,Junio,Exportación,Portugal,ton,44.4,117660,2187782
2017,Enero,Exportación,Reino Unido,ton,45,102375,2208618
2017,Febrero,Exportación,Reino Unido,ton,108.18,268819,5549845
2017,Marzo,Exportación,Reino Unido,ton,282.9,807224,15569598
2017,Abril,Exportación,Reino Unido,ton,43.2,103140,1941880
2017,Mayo,Exportación,Reino Unido,ton,64.5,159414,3037805
2017,Junio,Exportación,Reino Unido,ton,286.1,841800,15260119
2017,Julio,Exportación,Reino Unido,ton,1100.289,3403518,60699404
2017,Agosto,Exportación,Reino Unido,ton,745.816,2344187,41855385
2017,Septiembre,Exportación,Reino Unido,ton,262.8,841693,14953832
2017,Octubre,Exportación,Reino Unido,ton,108.175,376244,7103738
2017,Noviembre,Exportación,Reino Unido,ton,42.594,119263,2282089
2017,Diciembre,Exportación,Reino Unido,ton,165.3,494976,9321707
2017,Junio,Exportación,República Checa,ton,64.8,194400,3523889
2017,Julio,Exportación,República Checa,ton,42,121800,2133132
2017,Abril,Exportación,República Dominicana,ton,0.084,1324,24786
2017,Abril,Exportación,Singapur,ton,0.007,90,1695
2017,Enero,Exportación,Suiza,ton,140.277,341402,7297469
2017,Febrero,Exportación,Suiza,ton,144.452,385202,7763805
2017,Marzo,Exportación,Suiza,ton,90.914,229431,4483142
2017,Mayo,Exportación,Suiza,ton,67.5,158175,2947934
2017,Junio,Exportación,Suiza,ton,692.388,2177387,39499170
2017,Julio,Exportación,Suiza,ton,229.05,760221,13673785
2017,Agosto,Exportación,Suiza,ton,132.788,459045,8135281
2017,Septiembre,Exportación,Suiza,ton,209.904,597648,10646905
2017,Diciembre,Exportación,Suiza,ton,46.797,162667,3155112
2017,Mayo,Exportación,Venezuela,ton,0.009,5,94
2017,Junio,Exportación,Venezuela,ton,0.002,3,62
2017,Septiembre,Exportación,Venezuela,ton,0.001,1,15
2018,Enero,Exportación,Alemania,ton,1040.166,3797075,71868462
2018,Febrero,Exportación,Alemania,ton,1027.613,3858580,71714352
2018,Marzo,Exportación,Alemania,ton,740.469,2646113,49417607
2018,Abril,Exportación,Alemania,ton,1955.381,6655776,122414787
2018,Mayo,Exportación,Alemania,ton,2054.447,7163269,139813409
2018,Junio,Exportación,Alemania,ton,3529.528,11936361,243454817
2018,Julio,Exportación,Alemania,ton,3697.223,11099405,212290791
2018,Agosto,Exportación,Alemania,ton,2073.564,6729646,126499692
2018,Septiembre,Exportación,Alemania,ton,1695.88,5680958,108638851
2018,Octubre,Exportación,Alemania,ton,429.487,1316556,24943693
2018,Noviembre,Exportación,Alemania,ton,409.756,1378665,27738459
2018,Diciembre,Exportación,Alemania,ton,193.881,590094,11893072
2018,Febrero,Exportación,Arabia Saudita,ton,358.8,1178464,21984005
2018,Marzo,Exportación,Arabia Saudita,ton,393.6,1272804,23556377
2018,Abril,Exportación,Arabia Saudita,ton,601.2,1966559,36133546
2018,Mayo,Exportación,Arabia Saudita,ton,797.6,2596490,50732123
2018,Junio,Exportación,Arabia Saudita,ton,413.2,1338768,27351952
2018,Julio,Exportación,Arabia Saudita,ton,187.2,603742,11697233
2018,Agosto,Exportación,Arabia Saudita,ton,154.4,510220,9658280
2018,Noviembre,Exportación,Arabia Saudita,ton,108,344520,7061868
2018,Diciembre,Exportación,Arabia Saudita,ton,582,1685808,34212907
2018,Enero,Exportación,Bélgica,ton,20.726,84977,1600636
2018,Febrero,Exportación,Bélgica,ton,20.763,85128,1587268
2018,Abril,Exportación,Bélgica,ton,94.2,281220,5087632
2018,Mayo,Exportación,Bélgica,ton,186.713,644132,12727956
2018,Junio,Exportación,Bélgica,ton,343.267,1112824,22709872
2018,Julio,Exportación,Bélgica,ton,149.418,475728,9261268
2018,Agosto,Exportación,Bélgica,ton,88.868,251078,4680075
2018,Septiembre,Exportación,Bélgica,ton,157.888,422931,8112043
2018,Octubre,Exportación,Bélgica,ton,66.594,195343,3743503
2018,Noviembre,Exportación,Bélgica,ton,91.2,271320,5459256
2018,Diciembre,Exportación,Bélgica,ton,45.6,155496,3144394
2018,Abril,Exportación,Canadá,ton,16.8,42840,780734
2018,Junio,Exportación,Canadá,ton,1.202,2882,58781
2018,Enero,Exportación,Chile,ton,0.122,619,12068
2018,Abril,Exportación,Chile,ton,0.092,464,8453
2018,Mayo,Exportación,China,ton,3.6,7200,140962
2018,Junio,Exportación,China,ton,21.601,122541,2512407
2018,Octubre,Exportación,China,ton,0.021,23,441
2018,Noviembre,Exportación,China,ton,3.54,7080,141783
2018,Febrero,Exportación,Colombia,ton,24,76800,1429010
2018,Marzo,Exportación,Colombia,ton,24,76800,1448525
2018,Julio,Exportación,Colombia,ton,24,68400,1268923
2018,Septiembre,Exportación,Colombia,ton,48,144000,2702794
2018,Noviembre,Exportación,Colombia,ton,24,67200,1334652
2018,Diciembre,Exportación,Cuba,ton,0.048,402,8046
2018,Febrero,Exportación,Dinamarca,ton,22.095,99428,1829506
2018,Mayo,Exportación,Dinamarca,ton,21,95760,1876082
2018,Julio,Exportación,Dinamarca,ton,63,255360,4793337
2018,Agosto,Exportación,Dinamarca,ton,83.7,326430,6132979
2018,Septiembre,Exportación,Dinamarca,ton,42,163800,3147204
2018,Mayo,Exportación,Emiratos Árabes Unidos,ton,100.5,314703,6208044
2018,Julio,Exportación,Emiratos Árabes Unidos,ton,21,60900,1209675
2018,Septiembre,Exportación,Emiratos Árabes Unidos,ton,0.57,6834,129009
2018,Enero,Exportación,España,ton,65.219,283595,5482040
2018,Febrero,Exportación,España,ton,23.89,105355,1965649
2018,Marzo,Exportación,España,ton,21,90720,1698424
2018,Abril,Exportación,España,ton,20.977,84957,1581981
2018,Mayo,Exportación,España,ton,24,75600,1451649
2018,Julio,Exportación,España,ton,36.763,132390,2503931
2018,Agosto,Exportación,España,ton,18.3,84180,1619110
2018,Septiembre,Exportación,España,ton,10.065,42776,806401
2018,Octubre,Exportación,España,ton,43.2,110160,2181410
2018,Noviembre,Importación,España,ton,0,6,115
2018,Noviembre,Exportación,España,ton,42.598,181468,3722951
2018,Enero,Exportación,Estados Unidos,ton,192.063,758739,14338971
2018,Febrero,Exportación,Estados Unidos,ton,72.274,263388,4911237
2018,Marzo,Exportación,Estados Unidos,ton,82.447,322311,6007984
2018,Abril,Exportación,Estados Unidos,ton,219.847,862736,15861210
2018,Mayo,Exportación,Estados Unidos,ton,674.516,2799823,54277713
2018,Junio,Exportación,Estados Unidos,ton,18637.833,3294382,67072102
2018,Julio,Exportación,Estados Unidos,ton,2214.643,1777762,34012742
2018,Agosto,Exportación,Estados Unidos,ton,205.198,805398,15096024
2018,Septiembre,Exportación,Estados Unidos,ton,217.584,791154,15086963
2018,Octubre,Exportación,Estados Unidos,ton,200.66,706885,13573006
2018,Noviembre,Exportación,Estados Unidos,ton,93.618,340467,6863446
2018,Diciembre,Exportación,Estados Unidos,ton,151.242,474344,9544931
2018,Enero,Exportación,Francia,ton,42.588,164816,3100395
2018,Febrero,Exportación,Francia,ton,44.22,164379,3041016
2018,Abril,Exportación,Francia,ton,81.9,275640,5140523
2018,Mayo,Exportación,Francia,ton,1.8,4320,80718
2018,Junio,Importación,Francia,ton,0.263,2868,56093
2018,Junio,Exportación,Francia,ton,11.052,57155,1170426
2018,Agosto,Importación,Francia,ton,0.554,5828,111201
2018,Agosto,Exportación,Francia,ton,118.2,365730,6862913
2018,Septiembre,Exportación,Francia,ton,21.6,83160,1609529
2018,Octubre,Importación,Francia,ton,0.554,5787,109248
2018,Octubre,Exportación,Francia,ton,0.046,2,33
2018,Noviembre,Exportación,Francia,ton,26.631,106303,2172489
2018,Octubre,Exportación,Honduras,ton,0.034,258,4838
2018,Mayo,Exportación,Hong Kong,ton,0.336,2820,53925
2018,Agosto,Exportación,Hong Kong,ton,0.017,0,1
2018,Junio,Importación,Hungría,ton,0.04,1317,26341
2018,Julio,Importación,Hungría,ton,0.02,955,18812
2018,Agosto,Importación,Hungría,ton,0.02,1014,18891
2018,Octubre,Importación,Hungría,ton,0.02,844,16407
2018,Noviembre,Importación,Hungría,ton,0.04,1253,25479
2018,Diciembre,Importación,Hungría,ton,0.06,2661,54101
2018,Julio,Exportación,India,ton,1.77,13594,256721
2018,Febrero,Exportación,Italia,ton,19.885,75563,1405661
2018,Junio,Exportación,Italia,ton,37.8,140763,2903612
2018,Julio,Exportación,Italia,ton,18.06,67725,1279014
2018,Agosto,Exportación,Italia,ton,15.652,58695,1118815
2018,Septiembre,Exportación,Italia,ton,0.008,172,3335
2018,Noviembre,Exportación,Italia,ton,45.35,150648,3039740
2018,Diciembre,Exportación,Italia,ton,17.458,65467,1317710
2018,Febrero,Exportación,Japón,ton,42.867,137174,2524064
2018,Abril,Exportación,Japón,ton,21.6,109080,2057554
2018,Mayo,Exportación,Japón,ton,85.357,428919,8380518
2018,Junio,Exportación,Japón,ton,106.998,488067,9856137
2018,Julio,Exportación,Japón,ton,42.84,144958,2824273
2018,Agosto,Exportación,Japón,ton,106.194,450629,8403618
2018,Septiembre,Exportación,Japón,ton,18.88,35872,677174
2018,Noviembre,Exportación,Japón,ton,43.081,144321,2892748
2018,Diciembre,Exportación,Japón,ton,21.303,96929,1972062
2018,Septiembre,Exportación,Omán,ton,21,65100,1254347
2018,Mayo,Exportación,Países Bajos,ton,243.801,796427,15494474
2018,Junio,Exportación,Países Bajos,ton,67.2,220128,4435454
2018,Julio,Exportación,Países Bajos,ton,216,594000,11212522
2018,Agosto,Exportación,Países Bajos,ton,105.574,380108,7183856
2018,Enero,Exportación,Países no Identificados,ton,0.091,2714,50147
2018,Septiembre,Exportación,Países no Identificados,ton,0.233,6863,130786
2018,Octubre,Exportación,Países no Identificados,ton,0.071,2018,38590
2018,Noviembre,Exportación,Países no Identificados,ton,0.045,1550,31461
2018,Diciembre,Exportación,Países no Identificados,ton,0.055,1854,37946
2018,Febrero,Exportación,Panamá,ton,0.144,693,12924
2018,Abril,Exportación,Panamá,ton,43.2,140400,2554578
2018,Mayo,Exportación,Panamá,ton,43.2,140400,2715553
2018,Agosto,Exportación,Panamá,ton,43.2,140400,2641907
2018,Septiembre,Exportación,Panamá,ton,21.6,70200,1322561
2018,Noviembre,Exportación,Panamá,ton,21.6,70200,1427664
2018,Diciembre,Exportación,Panamá,ton,21.6,70200,1427426
2018,Octubre,Exportación,Polonia,ton,86.4,237600,4514400
2018,Enero,Exportación,Reino Unido,ton,63.878,177809,3457023
2018,Febrero,Exportación,Reino Unido,ton,66.6,213120,3950393
2018,Marzo,Exportación,Reino Unido,ton,336,1062228,19678130
2018,Abril,Exportación,Reino Unido,ton,561.26,1748188,32640039
2018,Mayo,Exportación,Reino Unido,ton,701.376,2210533,43223729
2018,Junio,Exportación,Reino Unido,ton,436.055,1423303,28985195
2018,Julio,Exportación,Reino Unido,ton,1016.552,2914795,55184724
2018,Agosto,Exportación,Reino Unido,ton,647.484,1808303,33623515
2018,Septiembre,Exportación,Reino Unido,ton,250.124,699632,13396493
2018,Octubre,Exportación,Reino Unido,ton,271.5,730236,13866615
2018,Noviembre,Exportación,Reino Unido,ton,283.68,746172,15069605
2018,Diciembre,Exportación,Reino Unido,ton,167.54,422037,8523025
2018,Octubre,Exportación,República Checa,ton,42.618,155556,2943145
2018,Noviembre,Exportación,República Checa,ton,20.093,73339,1481626
2018,Enero,Exportación,Suiza,ton,63.572,214232,3982080
2018,Febrero,Exportación,Suiza,ton,46.72,189240,3482092
2018,Marzo,Exportación,Suiza,ton,161.096,536678,9932271
2018,Abril,Exportación,Suiza,ton,450.6,1437252,26275290
2018,Mayo,Exportación,Suiza,ton,85.5,339489,6673768
2018,Junio,Exportación,Suiza,ton,368.7,1297536,26207155
2018,Julio,Exportación,Suiza,ton,21.6,79920,1506540
2018,Septiembre,Exportación,Suiza,ton,24,60000,1131096
2018,Octubre,Exportación,Suiza,ton,91.2,284160,5373774
2018,Noviembre,Exportación,Suiza,ton,24,60000,1191654
2018,Junio,Exportación,Tailandia,ton,7.08,26196,538409
2018,Septiembre,Exportación,Tailandia,ton,7.08,26196,494290
2018,Noviembre,Exportación,Tailandia,ton,7.08,26196,525067
2018,Abril,Exportación,Taiwán,ton,1.517,10415,187248
2018,Enero,Exportación,Venezuela,ton,0.001,1,22
2018,Mayo,Exportación,Venezuela,ton,0.001,2,40
2018,Julio,Exportación,Venezuela,ton,0.001,1,20
2019,Enero,Exportación,Estados Unidos,ton,131.722,454694,8746603
2019,Enero,Exportación,Francia,ton,7.56,42000,818588
2019,Enero,Exportación,Bulgaria,ton,45.704,114260,2207595
2019,Enero,Exportación,Corea del Sur,ton,0.125,383,7501
2019,Enero,Exportación,Alemania,ton,276.102,768643,14627590
2019,Enero,Exportación,Arabia Saudita,ton,92.8,259756,5035431
2019,Enero,Exportación,Suiza,ton,23.885,72834,1393293
2019,Enero,Exportación,Venezuela,ton,0.001,2,29
2019,Enero,Exportación,Italia,ton,43.2,125280,2385094
2019,Enero,Exportación,Reino Unido,ton,171.857,455020,8691296
2019,Enero,Exportación,Colombia,ton,24,67200,1300179
2019,Febrero,Exportación,Francia,ton,42,129990,2488768
2019,Febrero,Exportación,Países Bajos,ton,108.099,301686,5786587
2019,Febrero,Exportación,Reino Unido,ton,45,112500,2155837
2019,Febrero,Exportación,Alemania,ton,409.677,1076642,20678100
2019,Febrero,Exportación,Japón,ton,22.534,45068,861240
2019,Febrero,Exportación,India,ton,2.065,10552,203211
2019,Febrero,Exportación,Estados Unidos,ton,88.635,282992,5437147
2019,Febrero,Exportación,Italia,ton,21.6,62640,1195754
2019,Febrero,Exportación,Hong Kong,ton,0.484,4061,78202
2019,Marzo,Exportación,India,ton,7.08,26196,506193
2019,Marzo,Exportación,Alemania,ton,616.161,1606132,30786039
2019,Marzo,Exportación,Reino Unido,ton,224.14,530482,10231108
2019,Marzo,Exportación,Estados Unidos,ton,196.627,640514,12396098
2019,Marzo,Exportación,Arabia Saudita,ton,47.2,149860,2827768
2019,Marzo,Exportación,Costa Rica,ton,0.001,1,15
2019,Marzo,Exportación,Francia,ton,64.714,197378,3729703
2019,Abril,Importación,Hungría,ton,0.02,897,17207
2019,Abril,Exportación,China,ton,37.814,90754,1709430
2019,Abril,Exportación,Bélgica,ton,232.5,613950,11696084
2019,Abril,Exportación,Dinamarca,ton,21,54600,1028839
2019,Abril,Exportación,Japón,ton,0.2,1120,21096
2019,Abril,Exportación,Reino Unido,ton,209.2,536593,10201872
2019,Abril,Exportación,República Checa,ton,40.962,159752,3009085
2019,Abril,Exportación,Estados Unidos,ton,187.437,612622,11623100
2019,Abril,Exportación,Suiza,ton,192,473280,8994497
2019,Abril,Exportación,Países Bajos,ton,66.532,179054,3388015
2019,Abril,Exportación,Italia,ton,10.224,32717,614156
2019,Abril,Exportación,Alemania,ton,603.022,1582294,29997466
2019,Abril,Exportación,Canadá,ton,9.606,22151,417389
2019,Mayo,Exportación,Alemania,ton,2149.294,5338002,101905141
2019,Mayo,Exportación,Panamá,ton,21.6,58320,1116560
2019,Mayo,Exportación,Suiza,ton,354.18,905036,17271510
2019,Mayo,Exportación,España,ton,23.6,64310,1228411
2019,Mayo,Exportación,Países Bajos,ton,109.75,289047,5531943
2019,Mayo,Exportación,Países no Identificados,ton,0.152,5695,108301
2019,Mayo,Exportación,Estados Unidos,ton,371.206,1201431,22960506
2019,Mayo,Exportación,Arabia Saudita,ton,250.8,663708,12687810
2019,Mayo,Exportación,Dinamarca,ton,42,109200,2075881
2019,Mayo,Exportación,Japón,ton,21.596,98262,1892748
2019,Mayo,Exportación,Bélgica,ton,88.4,230994,4395901
2019,Mayo,Exportación,Omán,ton,40.8,98736,1885996
2019,Mayo,Exportación,Reino Unido,ton,267.6,659030,12588402
2019,Mayo,Exportación,Italia,ton,21.6,62640,1199099
2019,Mayo,Exportación,Francia,ton,103.8,289560,5523898
2019,Mayo,Exportación,República Checa,ton,21.26,54213,1033896
2019,Junio,Exportación,Estados Unidos,ton,661.002,2055691,39977944
2019,Junio,Exportación,Alemania,ton,2786.533,6879076,132344775
2019,Junio,Exportación,España,ton,87.054,220249,4318093
2019,Junio,Exportación,Arabia Saudita,ton,159.6,446652,8565189
2019,Junio,Exportación,Reino Unido,ton,655.3,1394337,26798430
2019,Junio,Exportación,Japón,ton,42.48,82836,1613604
2019,Junio,Exportación,Dinamarca,ton,63,163801,3187387
2019,Junio,Exportación,Países Bajos,ton,110.584,273443,5274796
2019,Junio,Exportación,Suiza,ton,204,501900,9643293
2019,Junio,Exportación,Francia,ton,82.789,241340,4650823
2019,Junio,Exportación,Bélgica,ton,128.1,362397,7025802
2019,Junio,Exportación,Países no Identificados,ton,0.18,7091,139707
2019,Julio,Exportación,Estados Unidos,ton,425.561,1371285,26119408
2019,Julio,Exportación,Panamá,ton,21.6,58320,1113329
2019,Julio,Exportación,Reino Unido,ton,783.31,1714106,32591972
2019,Julio,Exportación,Países Bajos,ton,133.197,322306,6179375
2019,Julio,Exportación,Dinamarca,ton,21,73290,1402148
2019,Julio,Exportación,España,ton,111.5,233975,4470362
2019,Julio,Exportación,Arabia Saudita,ton,94.4,253370,4875465
2019,Julio,Exportación,Alemania,ton,2137.148,5313735,101307149
2019,Julio,Exportación,Suiza,ton,453.6,1104600,21136949
2019,Julio,Exportación,Bélgica,ton,90,265050,5057400
2019,Julio,Exportación,Francia,ton,44.413,133654,2545730
2019,Julio,Exportación,Japón,ton,110.264,339806,6482861
2019,Julio,Exportación,Venezuela,ton,0.001,1,21
2019,Julio,Exportación,Canadá,ton,0.2,156,2978
2019,Julio,Exportación,República Checa,ton,42.635,149222,2835869
2019,Agosto,Exportación,Países Bajos,ton,88.418,201820,3976088
2019,Agosto,Exportación,Reino Unido,ton,898.916,1836787,35936318
2019,Agosto,Exportación,Francia,ton,37.217,135184,2640913
2019,Agosto,Exportación,Japón,ton,0.1,700,13995
2019,Agosto,Exportación,Tailandia,ton,7.08,27612,536454
2019,Agosto,Exportación,Italia,ton,7.04,12427,243924
2019,Agosto,Exportación,Países no Identificados,ton,0.046,1925,38556
2019,Agosto,Exportación,Bélgica,ton,86.455,249423,4870211
2019,Agosto,Exportación,Arabia Saudita,ton,45.6,126768,2481242
2019,Agosto,Exportación,España,ton,43.9,119378,2371489
2019,Agosto,Exportación,Alemania,ton,1750.497,4282103,84236137
2019,Agosto,Exportación,Canadá,ton,0.134,1355,25965
2019,Agosto,Exportación,Corea del Sur,ton,0.224,1940,36848
2019,Agosto,Exportación,Suiza,ton,186.6,427560,8460682
2019,Agosto,Exportación,Estados Unidos,ton,378.716,1087894,21418693
2019,Septiembre,Exportación,Alemania,ton,1375.049,3209103,62785509
2019,Septiembre,Exportación,España,ton,260.859,556052,10881833
2019,Septiembre,Exportación,Bélgica,ton,21.6,45900,888294
2019,Septiembre,Exportación,Colombia,ton,24,55200,1086524
2019,Septiembre,Exportación,Emiratos Árabes Unidos,ton,2.52,5313,105095
2019,Septiembre,Exportación,Países no Identificados,ton,0.151,4968,97201
2019,Septiembre,Exportación,Reino Unido,ton,296,622268,12241461
2019,Septiembre,Exportación,Japón,ton,42.525,118753,2332919
2019,Septiembre,Exportación,Francia,ton,153.516,419640,8242807
2019,Septiembre,Exportación,Polonia,ton,21.6,36720,717501
2019,Septiembre,Exportación,Estados Unidos,ton,232.145,630903,12369390
2019,Septiembre,Exportación,Panamá,ton,43.2,116640,2299913
2019,Septiembre,Exportación,Suiza,ton,43.2,131760,2574564
2019,Octubre,Importación,Francia,ton,0.275,3015,58637
2019,Octubre,Exportación,Bélgica,ton,43.2,87480,1678758
2019,Octubre,Exportación,Alemania,ton,567.271,1273874,24660946
2019,Octubre,Exportación,China,ton,18.907,45377,886005
2019,Octubre,Exportación,Reino Unido,ton,63.65,109400,2163845
2019,Octubre,Exportación,Australia,ton,3.6,11124,212654
2019,Octubre,Exportación,España,ton,177.2,329550,6412591
2019,Octubre,Exportación,Países Bajos,ton,21.554,50652,965136
2019,Octubre,Exportación,Venezuela,ton,0.002,2,38
2019,Octubre,Exportación,Suiza,ton,64.8,165240,3250505
2019,Octubre,Exportación,Portugal,ton,216,399600,7674218
2019,Octubre,Exportación,Dinamarca,ton,41.4,89838,1726102
2019,Octubre,Exportación,Japón,ton,31.44,76344,1472135
2019,Octubre,Exportación,Francia,ton,41.732,116483,2228789
2019,Octubre,Exportación,Estados Unidos,ton,288.362,812644,15642266
2019,Octubre,Exportación,Singapur,ton,0.54,3980,76671
2019,Noviembre,Exportación,Reino Unido,ton,70.8,153924,2949845
2019,Noviembre,Exportación,España,ton,293.4,602670,11616198
2019,Noviembre,Exportación,Alemania,ton,86.1,172275,3301751
2019,Noviembre,Exportación,Estados Unidos,ton,160.921,520494,10040753
2019,Noviembre,Exportación,Tailandia,ton,7.08,23010,451256
2019,Noviembre,Exportación,Venezuela,ton,0.001,1,27
2019,Noviembre,Exportación,Panamá,ton,21.6,58320,1134137
2019,Diciembre,Importación,España,ton,0.001,12,233
2019,Diciembre,Importación,Hungría,ton,0.001,13,259
2019,Diciembre,Exportación,Países no Identificados,ton,0.066,3051,58583
2019,Diciembre,Exportación,Hong Kong,ton,0.7,3726,71674
2019,Diciembre,Exportación,Tailandia,ton,7.08,23010,435913
2019,Diciembre,Exportación,Estados Unidos,ton,292.969,770739,14771215
2019,Diciembre,Exportación,España,ton,21,33600,649310
2019,Diciembre,Exportación,Alemania,ton,499.684,1116411,21267449
2019,Diciembre,Exportación,Reino Unido,ton,108.9,244785,4705316
2019,Diciembre,Exportación,Bélgica,ton,43.2,79920,1556098
