anio,mes,operación,pais_de_origen_o_destino,umed,cantidad,dolares,pesos
2014,Julio,Exportación,Estados Unidos,ton,776.39,3138830,40722468
2014,Agosto,Exportación,Estados Unidos,ton,346.358,1322056,17431181
2014,Septiembre,Exportación,Estados Unidos,ton,388.574,1523674,20064526
2014,Octubre,Exportación,Estados Unidos,ton,427.619,1676566,22590603
2014,Noviembre,Exportación,Estados Unidos,ton,447.583,1753889,23856050
2014,Diciembre,Exportación,Estados Unidos,ton,600.442,2402513,34539183
2014,Abril,Exportación,Francia,ton,20.74,81923,1073077
2014,Mayo,Exportación,Francia,ton,66.78,249323,3217727
2014,Junio,Exportación,Francia,ton,155.6,562133,7302003
2014,Octubre,Exportación,Francia,ton,0.034,96,1290
2014,Diciembre,Exportación,Guatemala,ton,0.025,204,2837
2014,Febrero,Exportación,Hong Kong,ton,0.504,2990,39868
2014,Julio,Exportación,Hong Kong,ton,0.004,5,78
2014,Noviembre,Exportación,Hong Kong,ton,0.384,2488,33735
2014,Junio,Exportación,Italia,ton,20.72,76662,1000343
2014,Noviembre,Exportación,Italia,ton,19.926,77711,1058010
2014,Febrero,Exportación,Japón,ton,0.026,179,2392
2014,Mayo,Exportación,Japón,ton,148.68,619144,8048592
2014,Junio,Exportación,Japón,ton,80.403,328041,4274557
2014,Julio,Exportación,Japón,ton,97.98,389490,5069945
2014,Agosto,Exportación,Japón,ton,39.3,159190,2096189
2014,Septiembre,Exportación,Japón,ton,20.1,83415,1091836
2014,Marzo,Exportación,Países Bajos,ton,22.2,72149,954833
2014,Abril,Exportación,Países Bajos,ton,89,299929,3916619
2014,Mayo,Exportación,Países Bajos,ton,22.5,75600,980948
2014,Junio,Exportación,Países Bajos,ton,22.8,93668,1219322
2014,Julio,Exportación,Países Bajos,ton,176.862,667319,8650407
2014,Septiembre,Exportación,Países Bajos,ton,43.641,157762,2084733
2014,Enero,Exportación,Países no Identificados,ton,0.14,3465,45526
2014,Febrero,Exportación,Países no Identificados,ton,0.077,1992,26525
2014,Marzo,Exportación,Países no Identificados,ton,0.138,3646,48293
2014,Abril,Exportación,Países no Identificados,ton,0.155,4029,52582
2014,Mayo,Exportación,Países no Identificados,ton,0.082,2176,28129
2014,Junio,Exportación,Países no Identificados,ton,0.106,2765,35946
2014,Julio,Exportación,Países no Identificados,ton,0.068,1807,23495
2014,Agosto,Exportación,Países no Identificados,ton,0.106,2773,36715
2014,Septiembre,Exportación,Países no Identificados,ton,0.097,3487,46077
2014,Octubre,Exportación,Países no Identificados,ton,0.074,2010,26891
2014,Noviembre,Exportación,Países no Identificados,ton,0.077,2155,29229
2014,Diciembre,Exportación,Países no Identificados,ton,0.103,2855,41460
2014,Enero,Exportación,Panamá,ton,0.56,1573,20694
2014,Marzo,Exportación,Panamá,ton,0.72,2023,26647
2014,Junio,Exportación,Panamá,ton,1.42,3990,51942
2014,Agosto,Exportación,Portugal,ton,86,301860,3992672
2014,Enero,Exportación,Reino Unido,ton,42,132299,1738435
2014,Febrero,Exportación,Reino Unido,ton,65.7,217767,2902006
2014,Marzo,Exportación,Reino Unido,ton,327.632,1125853,14901639
2014,Abril,Exportación,Reino Unido,ton,266.166,920904,12050574
2014,Mayo,Exportación,Reino Unido,ton,313.44,1114830,14483381
2014,Junio,Exportación,Reino Unido,ton,799.49,2938254,38084599
2014,Julio,Exportación,Reino Unido,ton,649.27,2359086,30601410
2014,Agosto,Exportación,Reino Unido,ton,237,870282,11515575
2014,Septiembre,Exportación,Reino Unido,ton,286.772,1048795,13805026
2014,Octubre,Exportación,Reino Unido,ton,90.753,334009,4495001
2014,Noviembre,Exportación,Reino Unido,ton,88.7,320001,4354346
2014,Diciembre,Exportación,Reino Unido,ton,66,237600,3460981
2014,Enero,Exportación,Suiza,ton,48.64,176319,2307077
2014,Febrero,Exportación,Suiza,ton,68.06,244012,3252327
2014,Marzo,Exportación,Suiza,ton,237.02,679496,9008981
2014,Abril,Exportación,Suiza,ton,21.75,73950,964996
2014,Mayo,Exportación,Suiza,ton,90.374,347901,4480808
2014,Junio,Exportación,Suiza,ton,178.082,644795,8332971
2014,Julio,Exportación,Suiza,ton,88.22,334135,4331837
2014,Agosto,Exportación,Suiza,ton,21.75,79822,1053641
2014,Octubre,Exportación,Suiza,ton,91.353,355054,4801245
2014,Diciembre,Exportación,Suiza,ton,121.293,482957,6934305
2014,Febrero,Exportación,Venezuela,ton,40.12,149418,1998762
2014,Mayo,Exportación,Venezuela,ton,40.12,153546,1988948
2014,Septiembre,Exportación,Venezuela,ton,20.06,76903,1016230
2015,Enero,Exportación,Alemania,ton,1136.506,4402226,64713769
2015,Febrero,Exportación,Alemania,ton,1232.262,4818888,71735474
2015,Marzo,Exportación,Alemania,ton,965.009,3663643,55734776
2015,Abril,Exportación,Alemania,ton,2141.188,8060944,123040381
2015,Mayo,Exportación,Alemania,ton,3694.963,13895406,211602678
2015,Junio,Exportación,Alemania,ton,3870.186,14419805,222745025
2015,Julio,Exportación,Alemania,ton,3204.638,11624405,184550431
2015,Agosto,Exportación,Alemania,ton,2015.259,7347327,120252688
2015,Septiembre,Exportación,Alemania,ton,931.325,3220119,54174909
2015,Octubre,Exportación,Alemania,ton,297.203,985870,16312447
2015,Noviembre,Exportación,Alemania,ton,208.784,644200,10676202
2015,Diciembre,Exportación,Alemania,ton,1036.064,3575205,60814235
2015,Marzo,Exportación,Arabia Saudita,ton,273.376,1014802,15162839
2015,Abril,Exportación,Arabia Saudita,ton,687.6,2538213,38876237
2015,Mayo,Exportación,Arabia Saudita,ton,943.56,3478172,53045913
2015,Junio,Exportación,Arabia Saudita,ton,508.7,1859632,28721567
2015,Julio,Exportación,Arabia Saudita,ton,725.02,2623428,41586450
2015,Agosto,Exportación,Arabia Saudita,ton,234.08,854781,14221946
2015,Septiembre,Exportación,Arabia Saudita,ton,138,491767,8277759
2015,Octubre,Exportación,Arabia Saudita,ton,45.6,166440,2842313
2015,Marzo,Exportación,Australia,ton,41.35,156302,2334338
2015,Abril,Exportación,Australia,ton,165.6,625968,9575448
2015,Mayo,Exportación,Australia,ton,124.15,469287,7162446
2015,Julio,Exportación,Australia,ton,83.2,314495,5061813
2015,Septiembre,Exportación,Australia,ton,124.8,471744,8057435
2015,Febrero,Exportación,Austria,ton,48,186720,2814935
2015,Enero,Exportación,Bélgica,ton,109.226,407900,5973234
2015,Febrero,Exportación,Bélgica,ton,197.094,633989,9465606
2015,Marzo,Exportación,Bélgica,ton,199.96,724361,10995821
2015,Abril,Exportación,Bélgica,ton,380.967,1417279,21557176
2015,Mayo,Exportación,Bélgica,ton,201.46,759436,11544422
2015,Junio,Exportación,Bélgica,ton,286.55,1031138,15932183
2015,Julio,Exportación,Bélgica,ton,544.95,1989567,31717010
2015,Agosto,Exportación,Bélgica,ton,420.75,1480483,24139284
2015,Septiembre,Exportación,Bélgica,ton,201.6,581269,9767361
2015,Octubre,Exportación,Bélgica,ton,85.063,249279,4132134
2015,Diciembre,Exportación,Bélgica,ton,45.461,137674,2325292
2015,Junio,Exportación,Canadá,ton,18,75599,1176676
2015,Abril,Exportación,China,ton,3.77,14778,225304
2015,Mayo,Exportación,China,ton,64.8,244521,3688503
2015,Junio,Exportación,China,ton,1.18,5841,90428
2015,Agosto,Exportación,China,ton,0.027,2,33
2015,Noviembre,Exportación,China,ton,18.88,66457,1113630
2015,Diciembre,Exportación,China,ton,2.9,11367,197339
2015,Marzo,Exportación,Colombia,ton,14.874,58008,879909
2015,Mayo,Exportación,Colombia,ton,24,92399,1417388
2015,Junio,Exportación,Colombia,ton,14.4,58320,892716
2015,Julio,Exportación,Colombia,ton,14.4,58319,938660
2015,Septiembre,Exportación,Colombia,ton,14.4,53999,920446
2015,Octubre,Exportación,Colombia,ton,14.4,54000,899640
2015,Diciembre,Exportación,Colombia,ton,14.4,54000,912838
2015,Octubre,Exportación,Cuba,ton,0.002,2,36
2015,Septiembre,Exportación,Emiratos Árabes Unidos,ton,3.42,13167,222117
2015,Febrero,Exportación,España,ton,21.879,87514,1305966
2015,Marzo,Exportación,España,ton,72,262799,3938373
2015,Abril,Exportación,España,ton,94.8,349102,5296736
2015,Mayo,Exportación,España,ton,43.661,182095,2753497
2015,Junio,Exportación,España,ton,62.109,242376,3722284
2015,Julio,Exportación,España,ton,220.389,771918,12198503
2015,Agosto,Exportación,España,ton,83.056,299363,4905044
2015,Septiembre,Exportación,España,ton,124.844,427430,7189812
2015,Octubre,Exportación,España,ton,44.7,138569,2308576
2015,Noviembre,Exportación,España,ton,43.5,128324,2133005
2015,Enero,Exportación,Estados Unidos,ton,315.805,1295981,19037816
2015,Febrero,Exportación,Estados Unidos,ton,256.96,1037089,15479652
2015,Marzo,Exportación,Estados Unidos,ton,227.807,824737,12593815
2015,Abril,Exportación,Estados Unidos,ton,650.274,2629203,40195470
2015,Mayo,Exportación,Estados Unidos,ton,1305.986,5432327,82881406
2015,Junio,Exportación,Estados Unidos,ton,1018.636,3953974,61162622
2015,Julio,Exportación,Estados Unidos,ton,823.715,3026928,47789580
2015,Agosto,Exportación,Estados Unidos,ton,213.057,1129924,18523745
2015,Septiembre,Exportación,Estados Unidos,ton,216.165,810319,13604734
2015,Octubre,Exportación,Estados Unidos,ton,206.283,629165,10458831
2015,Noviembre,Exportación,Estados Unidos,ton,38.098,139066,2313448
2015,Diciembre,Exportación,Estados Unidos,ton,87.636,491820,8357601
2015,Febrero,Exportación,Francia,ton,20.666,84730,1264418
2015,Marzo,Importación,Francia,ton,0.45,4973,68469
2015,Mayo,Exportación,Francia,ton,116.4,424858,6438032
2015,Junio,Exportación,Francia,ton,21.6,85319,1318663
2015,Julio,Exportación,Francia,ton,51.179,190139,3014622
2015,Octubre,Importación,Francia,ton,1.109,10963,179294
2015,Noviembre,Exportación,Francia,ton,21.023,72562,1214765
2015,Agosto,Exportación,Hong Kong,ton,0.193,1580,26692
2015,Septiembre,Exportación,Hong Kong,ton,0.003,281,4735
2015,Diciembre,Exportación,Hong Kong,ton,0.143,1692,29023
2015,Septiembre,Importación,Hungría,ton,0.08,2267,38432
2015,Julio,Exportación,Italia,ton,20.532,80074,1280037
2015,Agosto,Exportación,Italia,ton,20.514,80002,1368565
2015,Abril,Exportación,Japón,ton,21.24,97704,1496952
2015,Mayo,Exportación,Japón,ton,21.24,97704,1485521
2015,Junio,Exportación,Japón,ton,127.58,588723,9189899
2015,Julio,Exportación,Japón,ton,76.214,326998,5192985
2015,Agosto,Exportación,Japón,ton,96.085,411531,6781925
2015,Septiembre,Exportación,Japón,ton,104.58,338920,5694424
2015,Octubre,Exportación,Japón,ton,21,93240,1592269
2015,Noviembre,Exportación,Japón,ton,0.93,8109,134006
2015,Marzo,Exportación,Países Bajos,ton,22.2,79254,1183635
2015,Abril,Exportación,Países Bajos,ton,22.2,77256,1151416
2015,Julio,Exportación,Países Bajos,ton,109.5,388176,6178334
2015,Octubre,Exportación,Países Bajos,ton,85.5,276974,4681849
2015,Diciembre,Exportación,Países Bajos,ton,43.2,101086,1738238
2015,Enero,Exportación,Países no Identificados,ton,0.125,3443,50423
2015,Febrero,Exportación,Países no Identificados,ton,0.12,3074,45886
2015,Marzo,Exportación,Países no Identificados,ton,0.111,3062,47346
2015,Abril,Exportación,Países no Identificados,ton,0.098,2710,40803
2015,Mayo,Exportación,Países no Identificados,ton,0.119,3279,50260
2015,Junio,Exportación,Países no Identificados,ton,0.104,2839,44505
2015,Julio,Exportación,Países no Identificados,ton,0.069,1930,30528
2015,Agosto,Exportación,Países no Identificados,ton,0.083,2307,37316
2015,Septiembre,Exportación,Países no Identificados,ton,0.097,2677,45030
2015,Octubre,Exportación,Países no Identificados,ton,0.061,1700,27911
2015,Noviembre,Exportación,Países no Identificados,ton,0.061,1687,28432
2015,Diciembre,Exportación,Países no Identificados,ton,0.096,2459,41989
2015,Marzo,Exportación,Polonia,ton,22.905,87039,1304384
2015,Agosto,Exportación,Portugal,ton,66.6,213119,3478992
2015,Septiembre,Exportación,Portugal,ton,66.6,213119,3583996
2015,Octubre,Exportación,Portugal,ton,66.3,207750,3422377
2015,Noviembre,Exportación,Portugal,ton,44.4,142080,2361640
2015,Enero,Exportación,Reino Unido,ton,135,503242,7433244
2015,Febrero,Exportación,Reino Unido,ton,236.58,864648,12935188
2015,Marzo,Exportación,Reino Unido,ton,201.04,726608,11108375
2015,Abril,Exportación,Reino Unido,ton,347.35,1264985,19226652
2015,Mayo,Exportación,Reino Unido,ton,563.995,2044345,31090567
2015,Junio,Exportación,Reino Unido,ton,641.36,2304822,35503399
2015,Julio,Exportación,Reino Unido,ton,589.36,2135037,33811132
2015,Agosto,Exportación,Reino Unido,ton,691,2487670,41051713
2015,Septiembre,Exportación,Reino Unido,ton,309.13,1076913,18240189
2015,Octubre,Exportación,Reino Unido,ton,324.54,926240,15438577
2015,Noviembre,Exportación,Reino Unido,ton,131.25,386187,6427004
2015,Diciembre,Exportación,Reino Unido,ton,260.2,830352,14104977
2015,Enero,Exportación,Suiza,ton,64.95,240083,3527766
2015,Febrero,Exportación,Suiza,ton,192,745319,11100402
2015,Marzo,Exportación,Suiza,ton,213.6,807228,12326389
2015,Abril,Exportación,Suiza,ton,427.2,1606995,24540457
2015,Mayo,Exportación,Suiza,ton,437.148,1606439,24500664
2015,Junio,Exportación,Suiza,ton,363.02,1316041,20363148
2015,Julio,Exportación,Suiza,ton,195.45,706795,11181350
2015,Agosto,Exportación,Suiza,ton,224.294,816027,13390522
2015,Septiembre,Exportación,Suiza,ton,115.2,409247,6934462
2015,Octubre,Exportación,Suiza,ton,69.6,243167,4031823
2015,Noviembre,Exportación,Suiza,ton,21.6,69119,1158852
2015,Diciembre,Exportación,Suiza,ton,89.44,293585,5039780
2015,Junio,Exportación,Venezuela,ton,20.06,76903,1205188
2015,Agosto,Exportación,Venezuela,ton,40.12,149246,2452372
2015,Octubre,Exportación,Venezuela,ton,20.06,74623,1236969
2016,Enero,Exportación,Alemania,ton,731.885,2552413,45842973
2016,Febrero,Exportación,Alemania,ton,365.131,1282247,23851421
2016,Marzo,Exportación,Alemania,ton,186.066,608284,10834208
2016,Abril,Exportación,Alemania,ton,383.429,1253535,21890600
2016,Mayo,Exportación,Alemania,ton,1691.284,5198972,94685047
2016,Junio,Exportación,Alemania,ton,3073.848,9517250,177748450
2016,Julio,Exportación,Alemania,ton,2473.803,7443435,137972004
2016,Agosto,Exportación,Alemania,ton,1609.711,4402637,81348840
2016,Septiembre,Exportación,Alemania,ton,807.713,2465440,47033374
2016,Octubre,Exportación,Alemania,ton,658.074,2057290,39070674
2016,Noviembre,Exportación,Alemania,ton,780.827,2111396,42120734
2016,Diciembre,Exportación,Alemania,ton,1401.763,3754445,76623732
2016,Febrero,Exportación,Arabia Saudita,ton,17.099,119699,2251425
2016,Marzo,Exportación,Arabia Saudita,ton,93.96,295973,5297076
2016,Abril,Exportación,Arabia Saudita,ton,318.6,974916,16873557
2016,Mayo,Exportación,Arabia Saudita,ton,212.4,637199,11440862
2016,Abril,Exportación,Bélgica,ton,364.8,502496,8910624
2016,Mayo,Exportación,Bélgica,ton,87,233326,4274733
2016,Junio,Exportación,Bélgica,ton,364.014,1071378,19929883
2016,Julio,Exportación,Bélgica,ton,157.8,434260,8054980
2016,Agosto,Exportación,Bélgica,ton,380.4,1025973,18708117
2016,Septiembre,Exportación,Bélgica,ton,262.84,646811,12157786
2016,Octubre,Exportación,Bélgica,ton,205.206,517979,9919294
2016,Noviembre,Exportación,Bélgica,ton,61.119,204283,3984203
2016,Diciembre,Exportación,Bélgica,ton,216,410400,8419581
2016,Marzo,Importación,Brasil,ton,0.3,4222,77910
2016,Diciembre,Exportación,Canadá,ton,18,57420,1190397
2016,Agosto,Exportación,Chile,ton,0.07,518,9497
2016,Noviembre,Exportación,Chile,ton,0.023,761,15448
2016,Enero,Exportación,China,ton,18.88,66080,1229617
2016,Marzo,Exportación,China,ton,18.88,58528,1045082
2016,Abril,Exportación,China,ton,3.77,14778,257134
2016,Mayo,Exportación,China,ton,74.08,219159,3987476
2016,Julio,Exportación,China,ton,18.907,58612,1072952
2016,Agosto,Exportación,China,ton,58.111,168559,3071696
2016,Septiembre,Exportación,China,ton,2.36,4720,92061
2016,Noviembre,Exportación,China,ton,15,40500,772708
2016,Diciembre,Exportación,China,ton,41.327,135450,2790066
2016,Mayo,Exportación,Colombia,ton,0.04,30,553
2016,Agosto,Exportación,Colombia,ton,24,67200,1215191
2016,Septiembre,Exportación,Colombia,ton,24,65999,1223818
2016,Octubre,Exportación,Colombia,ton,48,132000,2547521
2016,Diciembre,Exportación,Colombia,ton,24,66000,1359422
2016,Enero,Exportación,España,ton,131.25,360972,6470679
2016,Junio,Exportación,España,ton,20.74,85033,1603120
2016,Julio,Exportación,España,ton,42.34,166034,3077488
2016,Agosto,Exportación,España,ton,89.425,285695,5230389
2016,Septiembre,Exportación,España,ton,59.768,177513,3388862
2016,Octubre,Exportación,España,ton,21,54600,1013693
2016,Diciembre,Exportación,España,ton,21.6,48600,988062
2016,Enero,Exportación,Estados Unidos,ton,84.996,728222,12754266
2016,Febrero,Exportación,Estados Unidos,ton,95.019,666687,12401915
2016,Marzo,Exportación,Estados Unidos,ton,98.324,318114,5579378
2016,Abril,Exportación,Estados Unidos,ton,401.394,1247982,21885023
2016,Mayo,Exportación,Estados Unidos,ton,1264.289,4669116,84512028
2016,Junio,Exportación,Estados Unidos,ton,663.351,2402240,44990426
2016,Julio,Exportación,Estados Unidos,ton,485.913,1682161,31279039
2016,Agosto,Exportación,Estados Unidos,ton,539.216,1548808,28423419
2016,Septiembre,Exportación,Estados Unidos,ton,313.888,2058587,39057365
2016,Octubre,Exportación,Estados Unidos,ton,297.972,2069897,38730914
2016,Noviembre,Exportación,Estados Unidos,ton,232.917,4129109,84789445
2016,Diciembre,Exportación,Estados Unidos,ton,238.02,1903678,38918476
2016,Julio,Importación,Francia,ton,0.713,6888,129913
2016,Agosto,Exportación,Francia,ton,0.9,2430,44948
2016,Septiembre,Exportación,Francia,ton,63.676,188803,3717773
2016,Octubre,Exportación,Francia,ton,9.368,36239,694955
2016,Diciembre,Exportación,Francia,ton,41.44,138850,2856679
2016,Marzo,Exportación,Hong Kong,ton,0.001,563,9885
2016,Abril,Exportación,Hong Kong,ton,0.28,2020,35203
2016,Mayo,Exportación,Hong Kong,ton,0.268,1973,36424
2016,Octubre,Exportación,Hong Kong,ton,0.341,2608,48601
2016,Noviembre,Exportación,Hong Kong,ton,0.095,1544,30772
2016,Marzo,Exportación,Italia,ton,63,165689,2965370
2016,Julio,Exportación,Italia,ton,20.569,80219,1483083
2016,Agosto,Exportación,Italia,ton,22.229,84470,1543085
2016,Enero,Exportación,Japón,ton,22.5,94725,1755747
2016,Febrero,Exportación,Japón,ton,7.297,20510,374935
2016,Marzo,Exportación,Japón,ton,20.82,60898,1089907
2016,Mayo,Exportación,Japón,ton,35.559,126983,2331738
2016,Junio,Exportación,Japón,ton,86.045,342181,6358780
2016,Agosto,Exportación,Japón,ton,84.18,239004,4394579
2016,Septiembre,Exportación,Japón,ton,18.9,54809,1074084
2016,Octubre,Exportación,Japón,ton,20.148,58429,1089594
2016,Noviembre,Exportación,Japón,ton,21.24,60534,1239809
2016,Diciembre,Exportación,Japón,ton,43.2,185242,3781930
2016,Mayo,Exportación,Países Bajos,ton,64.8,121173,2202918
2016,Julio,Exportación,Países Bajos,ton,280.222,771049,14367411
2016,Agosto,Exportación,Países Bajos,ton,280.866,751702,13924785
2016,Octubre,Exportación,Países Bajos,ton,21.622,56167,1079185
2016,Noviembre,Exportación,Países Bajos,ton,108,259199,5327104
2016,Enero,Exportación,Países no Identificados,ton,0.087,2397,42805
2016,Febrero,Exportación,Países no Identificados,ton,0.127,3491,66973
2016,Marzo,Exportación,Países no Identificados,ton,0.116,3218,57475
2016,Abril,Exportación,Países no Identificados,ton,0.109,3030,53243
2016,Mayo,Exportación,Países no Identificados,ton,0.112,3117,56080
2016,Junio,Exportación,Países no Identificados,ton,0.105,2934,54319
2016,Julio,Exportación,Países no Identificados,ton,0.086,2474,45668
2016,Agosto,Exportación,Países no Identificados,ton,0.118,3341,61293
2016,Septiembre,Exportación,Países no Identificados,ton,0.115,3338,63647
2016,Octubre,Exportación,Países no Identificados,ton,0.044,1274,24171
2016,Noviembre,Exportación,Países no Identificados,ton,0.071,2046,41924
2016,Diciembre,Exportación,Países no Identificados,ton,0.106,3085,62717
2016,Junio,Exportación,Panamá,ton,0.002,0,4
2016,Octubre,Exportación,Panamá,ton,21.6,56160,1069281
2016,Noviembre,Exportación,Panamá,ton,21.672,56470,1149208
2016,Diciembre,Exportación,Portugal,ton,108,197100,4065602
2016,Febrero,Exportación,Reino Unido,ton,85.776,251235,4716538
2016,Marzo,Exportación,Reino Unido,ton,22.2,53279,927253
2016,Abril,Exportación,Reino Unido,ton,109.8,264150,4589511
2016,Mayo,Exportación,Reino Unido,ton,154.2,416339,7605984
2016,Junio,Exportación,Reino Unido,ton,494.675,1446170,26910760
2016,Julio,Exportación,Reino Unido,ton,877.26,2381445,44291833
2016,Agosto,Exportación,Reino Unido,ton,523.65,1342163,24624354
2016,Septiembre,Exportación,Reino Unido,ton,602.53,1452904,27808849
2016,Octubre,Exportación,Reino Unido,ton,378.9,946379,18052007
2016,Noviembre,Exportación,Reino Unido,ton,155.3,352807,6906052
2016,Diciembre,Exportación,Reino Unido,ton,287.756,611561,12519298
2016,Agosto,Exportación,República Checa,ton,21.24,47790,873018
2016,Julio,Exportación,República Dominicana,ton,0.278,360,6679
2016,Octubre,Exportación,Sudáfrica,ton,12,32879,623477
2016,Enero,Exportación,Suiza,ton,21.473,75155,1347568
2016,Febrero,Exportación,Suiza,ton,67.216,218004,4012487
2016,Marzo,Exportación,Suiza,ton,48,129600,2293946
2016,Mayo,Exportación,Suiza,ton,344.06,958742,17473721
2016,Junio,Exportación,Suiza,ton,459.575,1332565,24790135
2016,Julio,Exportación,Suiza,ton,301.955,888625,16538455
2016,Agosto,Exportación,Suiza,ton,111.084,353107,6439682
2016,Septiembre,Exportación,Suiza,ton,21.696,83529,1550151
2016,Octubre,Exportación,Suiza,ton,21.631,80034,1537771
2016,Noviembre,Exportación,Suiza,ton,21.056,67379,1247115
2016,Diciembre,Exportación,Suiza,ton,69.36,206234,4211339
2017,Enero,Exportación,Alemania,ton,906.437,2895979,62078713
2017,Febrero,Exportación,Alemania,ton,358.241,1077873,22013229
2017,Marzo,Exportación,Alemania,ton,887.006,2436049,47356208
2017,Abril,Exportación,Alemania,ton,622.687,2024761,38034980
2017,Mayo,Exportación,Alemania,ton,1527.746,5033996,94615246
2017,Junio,Exportación,Alemania,ton,2643.694,8083373,147332406
2017,Julio,Exportación,Alemania,ton,1836.128,6109044,108931858
2017,Agosto,Exportación,Alemania,ton,1025.988,3536697,63094963
2017,Septiembre,Exportación,Alemania,ton,404.166,1368269,24382848
2017,Octubre,Exportación,Alemania,ton,230.927,897179,16595254
2017,Noviembre,Exportación,Alemania,ton,261.572,896645,16991149
2017,Diciembre,Exportación,Alemania,ton,712.822,2486214,47187382
2017,Febrero,Exportación,Arabia Saudita,ton,24,60000,1219950
2017,Marzo,Exportación,Arabia Saudita,ton,72,199800,3811605
2017,Abril,Exportación,Arabia Saudita,ton,194.8,559146,10501424
2017,Mayo,Exportación,Arabia Saudita,ton,575.2,1591868,29764928
2017,Junio,Exportación,Arabia Saudita,ton,378,1032750,18710909
2017,Julio,Exportación,Arabia Saudita,ton,331.2,1006160,17892028
2017,Agosto,Exportación,Arabia Saudita,ton,199.2,633488,11302748
2017,Septiembre,Exportación,Arabia Saudita,ton,118,391996,7009045
2017,Octubre,Exportación,Arabia Saudita,ton,97.528,343667,6397535
2017,Noviembre,Exportación,Arabia Saudita,ton,22.8,71820,1368358
2017,Diciembre,Exportación,Arabia Saudita,ton,68.4,194028,3653887
2017,Enero,Exportación,Austria,ton,21.6,47520,1040897
2017,Marzo,Exportación,Austria,ton,21.45,47190,934239
2017,Enero,Exportación,Bélgica,ton,20,71000,1523035
2017,Febrero,Exportación,Bélgica,ton,63,248850,4954993
2017,Marzo,Exportación,Bélgica,ton,192.32,638034,12191258
2017,Abril,Exportación,Bélgica,ton,129.538,434789,8142950
2017,Mayo,Exportación,Bélgica,ton,45.2,119600,2257535
2017,Junio,Exportación,Bélgica,ton,106.474,362482,6612885
2017,Julio,Exportación,Bélgica,ton,305.519,1005839,17823797
2017,Agosto,Exportación,Bélgica,ton,66.02,265575,4755726
2017,Septiembre,Exportación,Bélgica,ton,150.616,543026,9694224
2017,Octubre,Exportación,Bélgica,ton,103.621,434508,8255176
2017,Diciembre,Exportación,Bélgica,ton,20.612,84509,1617430
2017,Marzo,Exportación,Canadá,ton,19.8,47520,895885
2017,Mayo,Exportación,Canadá,ton,19.417,81296,1545737
2017,Julio,Exportación,Canadá,ton,19.605,79714,1439882
2017,Marzo,Exportación,Chile,ton,0.074,570,10901
2017,Mayo,Exportación,Chile,ton,0.37,3096,57852
2017,Octubre,Exportación,Chile,ton,0.165,1031,18799
2017,Marzo,Exportación,China,ton,18.907,57099,1073989
2017,Mayo,Exportación,China,ton,66.907,205899,3889393
2017,Junio,Exportación,China,ton,48.632,129406,2363267
2017,Julio,Exportación,China,ton,18.907,52940,930869
2017,Septiembre,Exportación,China,ton,18.907,54830,973841
2017,Octubre,Exportación,China,ton,18.907,54830,1028786
2017,Febrero,Exportación,Colombia,ton,24,66000,1341945
2017,Octubre,Exportación,Colombia,ton,24,76800,1430991
2017,Septiembre,Exportación,Cuba,ton,0.027,180,3202
2017,Marzo,Exportación,Dinamarca,ton,40.8,114954,2182395
2017,Abril,Exportación,Dinamarca,ton,41.4,114222,2138145
2017,Octubre,Exportación,Dinamarca,ton,19.2,84672,1599192
2017,Enero,Exportación,España,ton,63.48,140700,3029300
2017,Febrero,Exportación,España,ton,65.087,225768,4555564
2017,Marzo,Exportación,España,ton,21,48720,931380
2017,Mayo,Exportación,España,ton,21.259,71218,1346291
2017,Junio,Exportación,España,ton,195.3,566850,10319079
2017,Julio,Exportación,España,ton,122.355,426880,7511486
2017,Agosto,Exportación,España,ton,19.215,84546,1505333
2017,Septiembre,Exportación,España,ton,59.808,165060,2933146
2017,Octubre,Exportación,España,ton,21.179,70950,1362297
2017,Noviembre,Exportación,España,ton,40.87,172416,3289948
2017,Enero,Exportación,Estados Unidos,ton,512.801,5337442,114285461
2017,Febrero,Exportación,Estados Unidos,ton,262.732,4298553,87724749
2017,Marzo,Exportación,Estados Unidos,ton,551.05,4064284,77526586
2017,Abril,Exportación,Estados Unidos,ton,398.924,1544256,28947063
2017,Mayo,Exportación,Estados Unidos,ton,779.432,5193086,97685302
2017,Junio,Exportación,Estados Unidos,ton,791.201,5802598,106040496
2017,Julio,Exportación,Estados Unidos,ton,689.953,2674418,47945718
2017,Agosto,Exportación,Estados Unidos,ton,344.024,1353199,24126352
2017,Septiembre,Exportación,Estados Unidos,ton,285.536,1090880,19427062
2017,Octubre,Exportación,Estados Unidos,ton,269.527,1030224,19293724
2017,Noviembre,Exportación,Estados Unidos,ton,157.922,547746,10462106
2017,Diciembre,Importación,Estados Unidos,ton,2.948,9720,183866
2017,Diciembre,Exportación,Estados Unidos,ton,116.236,394917,7500871
2017,Enero,Exportación,Francia,ton,20.74,82960,1800249
2017,Abril,Exportación,Francia,ton,21,48720,916847
2017,Julio,Exportación,Francia,ton,84,227010,4012208
2017,Agosto,Exportación,Francia,ton,43.2,167184,2986675
2017,Septiembre,Exportación,Francia,ton,42.423,163761,2925308
2017,Octubre,Importación,Francia,ton,0.356,3894,68867
2017,Noviembre,Exportación,Francia,ton,18.817,72445,1363728
2017,Diciembre,Importación,Francia,ton,0.277,2894,55239
