Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2018,20,Oaxaca,104,Huajuapan de León,552,Tlacotepec Plumas,1,Abeja,7,Miel,0.64,0,71.35,45.664,0
2018,20,Oaxaca,104,Huajuapan de León,540,Villa de Tamazulápam del Progreso,1,Abeja,2,Cera,0.15,0,84.7,12.705,0
2018,20,Oaxaca,104,Huajuapan de León,540,Villa de Tamazulápam del Progreso,1,Abeja,7,Miel,4.8,0,71.64,343.877,0
2018,20,Oaxaca,104,Huajuapan de León,486,Villa Tejúpam de La Unión,1,Abeja,2,Cera,0.02,0,84.5,1.69,0
2018,20,Oaxaca,104,Huajuapan de León,486,Villa Tejúpam de La Unión,1,Abeja,7,Miel,0.64,0,71.43,45.715,0
2018,20,Oaxaca,107,Istmo,5,Asunción Ixtaltepec,1,Abeja,2,Cera,0.012,0,92.58,1.111,0
2018,20,Oaxaca,107,Istmo,5,Asunción Ixtaltepec,1,Abeja,7,Miel,0.124,0,45.35,5.623,0
2018,20,Oaxaca,107,Istmo,25,Chahuites,1,Abeja,2,Cera,3.038,0,80.67,245.081,0
2018,20,Oaxaca,107,Istmo,25,Chahuites,1,Abeja,7,Miel,99.89,0,59.88,5981.144,0
2018,20,Oaxaca,107,Istmo,10,El Barrio de la Soledad,1,Abeja,2,Cera,1.695,0,74.04,125.494,0
2018,20,Oaxaca,107,Istmo,10,El Barrio de la Soledad,1,Abeja,7,Miel,55.08,0,45.25,2492.099,0
2018,20,Oaxaca,107,Istmo,57,Matías Romero Avendaño,1,Abeja,2,Cera,0.956,0,74.47,71.196,0
2018,20,Oaxaca,107,Istmo,57,Matías Romero Avendaño,1,Abeja,7,Miel,78.517,0,44.55,3498.186,0
2018,20,Oaxaca,107,Istmo,75,Reforma de Pineda,1,Abeja,2,Cera,0.046,0,80.2,3.689,0
2018,20,Oaxaca,107,Istmo,75,Reforma de Pineda,1,Abeja,7,Miel,1.375,0,61.32,84.309,0
2018,20,Oaxaca,107,Istmo,198,San Juan Guichicovi,1,Abeja,2,Cera,0.03,0,72.1,2.163,0
2018,20,Oaxaca,107,Istmo,198,San Juan Guichicovi,1,Abeja,7,Miel,0.877,0,45.14,39.585,0
2018,20,Oaxaca,107,Istmo,207,San Juan Mazatlán,1,Abeja,2,Cera,0.584,0,75.27,43.957,0
2018,20,Oaxaca,107,Istmo,207,San Juan Mazatlán,1,Abeja,7,Miel,22.898,0,44.84,1026.754,0
2018,20,Oaxaca,107,Istmo,327,San Pedro Tapanatepec,1,Abeja,2,Cera,2.101,0,80.21,168.514,0
2018,20,Oaxaca,107,Istmo,327,San Pedro Tapanatepec,1,Abeja,7,Miel,69.499,0,59.6,4142.276,0
2018,20,Oaxaca,107,Istmo,427,Santa María Petapa,1,Abeja,2,Cera,0.772,0,74.27,57.333,0
2018,20,Oaxaca,107,Istmo,427,Santa María Petapa,1,Abeja,7,Miel,31.484,0,44.34,1395.917,0
2018,20,Oaxaca,107,Istmo,66,Santiago Niltepec,1,Abeja,2,Cera,0.025,0,81.68,2.042,0
2018,20,Oaxaca,107,Istmo,66,Santiago Niltepec,1,Abeja,7,Miel,0.799,0,52.87,42.245,0
2018,20,Oaxaca,107,Istmo,513,Santo Domingo Petapa,1,Abeja,2,Cera,0.005,0,73.8,0.369,0
2018,20,Oaxaca,107,Istmo,513,Santo Domingo Petapa,1,Abeja,7,Miel,0.159,0,44.96,7.149,0
2018,20,Oaxaca,107,Istmo,525,Santo Domingo Zanatepec,1,Abeja,2,Cera,0.043,0,80.14,3.446,0
2018,20,Oaxaca,107,Istmo,525,Santo Domingo Zanatepec,1,Abeja,7,Miel,1.207,0,60.48,73.002,0
2018,20,Oaxaca,108,Sierra Juárez,1,Abejones,1,Abeja,2,Cera,0.045,0,56.89,2.56,0
2018,20,Oaxaca,108,Sierra Juárez,1,Abejones,1,Abeja,7,Miel,0.748,0,37.95,28.384,0
2018,20,Oaxaca,108,Sierra Juárez,3,Asunción Cacalotepec,1,Abeja,2,Cera,0.107,0,99.45,10.641,0
2018,20,Oaxaca,108,Sierra Juárez,3,Asunción Cacalotepec,1,Abeja,7,Miel,1.107,0,37.62,41.642,0
2018,20,Oaxaca,108,Sierra Juárez,247,Capulálpam de Méndez,1,Abeja,2,Cera,0.039,0,55.74,2.174,0
2018,20,Oaxaca,108,Sierra Juárez,247,Capulálpam de Méndez,1,Abeja,7,Miel,1.914,0,36.05,69.004,0
2018,20,Oaxaca,108,Sierra Juárez,42,Ixtlán de Juárez,1,Abeja,2,Cera,0.827,0,54.93,45.431,0
2018,20,Oaxaca,108,Sierra Juárez,42,Ixtlán de Juárez,1,Abeja,7,Miel,12.145,0,36.69,445.642,0
2018,20,Oaxaca,108,Sierra Juárez,97,San Andrés Solaga,1,Abeja,2,Cera,0.061,0,56.43,3.442,0
2018,20,Oaxaca,108,Sierra Juárez,97,San Andrés Solaga,1,Abeja,7,Miel,0.641,0,38,24.357,0
2018,20,Oaxaca,108,Sierra Juárez,173,San Juan Atepec,1,Abeja,2,Cera,0.064,0,55.67,3.563,0
2018,20,Oaxaca,108,Sierra Juárez,173,San Juan Atepec,1,Abeja,7,Miel,0.961,0,36.64,35.215,0
2018,20,Oaxaca,108,Sierra Juárez,191,San Juan Chicomezúchil,1,Abeja,2,Cera,0.037,0,55.3,2.046,0
2018,20,Oaxaca,108,Sierra Juárez,191,San Juan Chicomezúchil,1,Abeja,7,Miel,0.544,0,37.69,20.501,0
2018,20,Oaxaca,108,Sierra Juárez,200,San Juan Juquila Mixes,1,Abeja,2,Cera,0.431,0,56.44,24.326,0
2018,20,Oaxaca,108,Sierra Juárez,200,San Juan Juquila Mixes,1,Abeja,7,Miel,8.742,0,37.57,328.422,0
2018,20,Oaxaca,108,Sierra Juárez,231,San Lucas Camotlán,1,Abeja,2,Cera,0.043,0,56.84,2.444,0
2018,20,Oaxaca,108,Sierra Juárez,231,San Lucas Camotlán,1,Abeja,7,Miel,0.483,0,37.98,18.345,0
2018,20,Oaxaca,108,Sierra Juárez,275,San Miguel Quetzaltepec,1,Abeja,2,Cera,0.04,0,99.03,3.961,0
2018,20,Oaxaca,108,Sierra Juárez,275,San Miguel Quetzaltepec,1,Abeja,7,Miel,0.486,0,37.39,18.17,0
2018,20,Oaxaca,108,Sierra Juárez,323,San Pedro Ocotepec,1,Abeja,2,Cera,0.078,0,77.6,6.053,0
2018,20,Oaxaca,108,Sierra Juárez,323,San Pedro Ocotepec,1,Abeja,7,Miel,0.946,0,37.44,35.42,0
2018,20,Oaxaca,108,Sierra Juárez,337,San Pedro Y San Pablo Ayutla,1,Abeja,2,Cera,0.136,0,56.25,7.65,0
2018,20,Oaxaca,108,Sierra Juárez,337,San Pedro Y San Pablo Ayutla,1,Abeja,7,Miel,2.836,0,37.72,106.96,0
2018,20,Oaxaca,108,Sierra Juárez,336,San Pedro Yólox,1,Abeja,2,Cera,0.229,0,56.2,12.869,0
2018,20,Oaxaca,108,Sierra Juárez,336,San Pedro Yólox,1,Abeja,7,Miel,3.777,0,36.44,137.644,0
2018,20,Oaxaca,108,Sierra Juárez,363,Santa Catarina Ixtepeji,1,Abeja,2,Cera,0.072,0,55.76,4.015,0
2018,20,Oaxaca,108,Sierra Juárez,363,Santa Catarina Ixtepeji,1,Abeja,7,Miel,1.05,0,37.36,39.233,0
2018,20,Oaxaca,108,Sierra Juárez,365,Santa Catarina Lachatao,1,Abeja,2,Cera,0.123,0,56.07,6.896,0
2018,20,Oaxaca,108,Sierra Juárez,365,Santa Catarina Lachatao,1,Abeja,7,Miel,1.852,0,37.02,68.556,0
2018,20,Oaxaca,108,Sierra Juárez,394,Santa María Alotepec,1,Abeja,2,Cera,0.037,0,56.24,2.081,0
2018,20,Oaxaca,108,Sierra Juárez,394,Santa María Alotepec,1,Abeja,7,Miel,1.42,0,36.54,51.88,0
2018,20,Oaxaca,108,Sierra Juárez,419,Santa María Jaltianguis,1,Abeja,2,Cera,0.031,0,56.45,1.75,0
2018,20,Oaxaca,108,Sierra Juárez,419,Santa María Jaltianguis,1,Abeja,7,Miel,0.535,0,37.25,19.927,0
2018,20,Oaxaca,108,Sierra Juárez,435,Santa María Tepantlali,1,Abeja,2,Cera,0.136,0,97.78,13.298,0
2018,20,Oaxaca,108,Sierra Juárez,435,Santa María Tepantlali,1,Abeja,7,Miel,1.887,0,37.44,70.653,0
2018,20,Oaxaca,108,Sierra Juárez,437,Santa María Tlahuitoltepec,1,Abeja,2,Cera,0.226,0,106.76,24.128,0
2018,20,Oaxaca,108,Sierra Juárez,437,Santa María Tlahuitoltepec,1,Abeja,7,Miel,3.142,0,37.16,116.761,0
2018,20,Oaxaca,108,Sierra Juárez,443,Santa María Yavesía,1,Abeja,2,Cera,0.188,0,54.88,10.318,0
2018,20,Oaxaca,108,Sierra Juárez,443,Santa María Yavesía,1,Abeja,7,Miel,3.501,0,37.46,131.144,0
2018,20,Oaxaca,108,Sierra Juárez,454,Santiago Atitlán,1,Abeja,2,Cera,0.227,0,56.01,12.714,0
2018,20,Oaxaca,108,Sierra Juárez,454,Santiago Atitlán,1,Abeja,7,Miel,5.262,0,37.81,198.958,0
2018,20,Oaxaca,108,Sierra Juárez,457,Santiago Camotlán,1,Abeja,2,Cera,0.046,0,56.5,2.599,0
2018,20,Oaxaca,108,Sierra Juárez,457,Santiago Camotlán,1,Abeja,7,Miel,0.648,0,37.59,24.359,0
2018,20,Oaxaca,108,Sierra Juárez,473,Santiago Laxopa,1,Abeja,2,Cera,0.015,0,55.4,0.831,0
2018,20,Oaxaca,108,Sierra Juárez,473,Santiago Laxopa,1,Abeja,7,Miel,0.129,0,37.27,4.808,0
2018,20,Oaxaca,108,Sierra Juárez,31,Tamazulápam del Espíritu Santo,1,Abeja,2,Cera,0.248,0,100.17,24.842,0
2018,20,Oaxaca,108,Sierra Juárez,31,Tamazulápam del Espíritu Santo,1,Abeja,7,Miel,3.925,0,37.3,146.416,0
2018,20,Oaxaca,108,Sierra Juárez,554,Totontepec Villa de Morelos,1,Abeja,2,Cera,0.185,0,57.01,10.547,0
2018,20,Oaxaca,108,Sierra Juárez,554,Totontepec Villa de Morelos,1,Abeja,7,Miel,3.446,0,37.45,129.038,0
2018,20,Oaxaca,108,Sierra Juárez,38,Villa Hidalgo,1,Abeja,2,Cera,0.072,0,55.93,4.027,0
2018,20,Oaxaca,108,Sierra Juárez,38,Villa Hidalgo,1,Abeja,7,Miel,1.28,0,37.79,48.368,0
2018,20,Oaxaca,108,Sierra Juárez,280,Villa Talea de Castro,1,Abeja,2,Cera,2.612,0,56.57,147.763,0
2018,20,Oaxaca,108,Sierra Juárez,280,Villa Talea de Castro,1,Abeja,7,Miel,45.792,0,37.39,1711.978,0
2018,20,Oaxaca,110,Tuxtepec,2,Acatlán de Pérez Figueroa,1,Abeja,2,Cera,0.124,0,72.93,9.043,0
2018,20,Oaxaca,110,Tuxtepec,2,Acatlán de Pérez Figueroa,1,Abeja,7,Miel,43.092,0,41.84,1803.155,0
2018,20,Oaxaca,110,Tuxtepec,9,Ayotzintepec,1,Abeja,2,Cera,0.361,0,60.32,21.775,0
2018,20,Oaxaca,110,Tuxtepec,9,Ayotzintepec,1,Abeja,7,Miel,14.245,0,35.98,512.469,0
2018,20,Oaxaca,110,Tuxtepec,44,Loma Bonita,1,Abeja,2,Cera,0.192,0,76.1,14.612,0
2018,20,Oaxaca,110,Tuxtepec,44,Loma Bonita,1,Abeja,7,Miel,3.776,0,37.01,139.738,0
2018,20,Oaxaca,110,Tuxtepec,134,San Felipe Jalapa de Díaz,1,Abeja,2,Cera,0.274,0,71.61,19.621,0
2018,20,Oaxaca,110,Tuxtepec,134,San Felipe Jalapa de Díaz,1,Abeja,7,Miel,9.105,0,42.93,390.865,0
2018,20,Oaxaca,110,Tuxtepec,136,San Felipe Usila,1,Abeja,2,Cera,0.958,0,71.85,68.831,0
2018,20,Oaxaca,110,Tuxtepec,136,San Felipe Usila,1,Abeja,7,Miel,31.625,0,43.36,1371.19,0
2018,20,Oaxaca,110,Tuxtepec,166,San José Chiltepec,1,Abeja,2,Cera,1.055,0,75.16,79.292,0
2018,20,Oaxaca,110,Tuxtepec,166,San José Chiltepec,1,Abeja,7,Miel,42.224,0,39.35,1661.438,0
2018,20,Oaxaca,110,Tuxtepec,184,San Juan Bautista Tuxtepec,1,Abeja,2,Cera,2.451,0,74.76,183.241,0
2018,20,Oaxaca,110,Tuxtepec,184,San Juan Bautista Tuxtepec,1,Abeja,7,Miel,98.144,0,38.27,3756.322,0
2018,20,Oaxaca,110,Tuxtepec,559,San Juan Bautista Valle Nacional,1,Abeja,2,Cera,0.616,0,75.2,46.325,0
2018,20,Oaxaca,110,Tuxtepec,559,San Juan Bautista Valle Nacional,1,Abeja,7,Miel,24.617,0,39.46,971.437,0
2018,20,Oaxaca,110,Tuxtepec,190,San Juan Cotzocón,1,Abeja,2,Cera,0.464,0,64.96,30.141,0
2018,20,Oaxaca,110,Tuxtepec,190,San Juan Cotzocón,1,Abeja,7,Miel,18.179,0,41.08,746.708,0
2018,20,Oaxaca,110,Tuxtepec,205,San Juan Lalana,1,Abeja,2,Cera,0.48,0,60.12,28.857,0
2018,20,Oaxaca,110,Tuxtepec,205,San Juan Lalana,1,Abeja,7,Miel,18.899,0,35.71,674.931,0
2018,20,Oaxaca,110,Tuxtepec,212,San Juan Petlapa,1,Abeja,2,Cera,0.027,0,58.85,1.589,0
2018,20,Oaxaca,110,Tuxtepec,212,San Juan Petlapa,1,Abeja,7,Miel,1.072,0,34.96,37.474,0
2018,20,Oaxaca,110,Tuxtepec,232,San Lucas Ojitlán,1,Abeja,2,Cera,0.224,0,71.54,16.025,0
2018,20,Oaxaca,110,Tuxtepec,232,San Lucas Ojitlán,1,Abeja,7,Miel,7.347,0,42.41,311.551,0
2018,20,Oaxaca,110,Tuxtepec,278,San Miguel Soyaltepec,1,Abeja,2,Cera,0.594,0,73.41,43.605,0
2018,20,Oaxaca,110,Tuxtepec,278,San Miguel Soyaltepec,1,Abeja,7,Miel,21.62,0,41.97,907.478,0
2018,20,Oaxaca,110,Tuxtepec,309,San Pedro Ixcatlán,1,Abeja,2,Cera,0.233,0,71.34,16.623,0
2018,20,Oaxaca,110,Tuxtepec,309,San Pedro Ixcatlán,1,Abeja,7,Miel,7.682,0,43.05,330.679,0
2018,20,Oaxaca,110,Tuxtepec,417,Santa María Jacatepec,1,Abeja,2,Cera,0.218,0,75.89,16.544,0
2018,20,Oaxaca,110,Tuxtepec,417,Santa María Jacatepec,1,Abeja,7,Miel,8.716,0,39.77,346.629,0
2018,20,Oaxaca,110,Tuxtepec,460,Santiago Choápam,1,Abeja,2,Cera,0.037,0,58.46,2.163,0
2018,20,Oaxaca,110,Tuxtepec,460,Santiago Choápam,1,Abeja,7,Miel,1.421,0,34.75,49.374,0
2018,20,Oaxaca,110,Tuxtepec,468,Santiago Jocotepec,1,Abeja,2,Cera,0.411,0,60.12,24.711,0
2018,20,Oaxaca,110,Tuxtepec,468,Santiago Jocotepec,1,Abeja,7,Miel,15.745,0,36.04,567.502,0
2018,20,Oaxaca,110,Tuxtepec,498,Santiago Yaveo,1,Abeja,2,Cera,0.311,0,64.67,20.112,0
2018,20,Oaxaca,110,Tuxtepec,498,Santiago Yaveo,1,Abeja,7,Miel,12.379,0,40.94,506.828,0
2018,20,Oaxaca,105,Valles Centrales,59,Miahuatlán de Porfirio Díaz,1,Abeja,2,Cera,0.252,0,48.59,12.245,0
2018,20,Oaxaca,105,Valles Centrales,59,Miahuatlán de Porfirio Díaz,1,Abeja,7,Miel,8.731,0,41.24,360.096,0
2018,20,Oaxaca,105,Valles Centrales,68,Ocotlán de Morelos,1,Abeja,2,Cera,0.6,0,48.96,29.378,0
2018,20,Oaxaca,105,Valles Centrales,68,Ocotlán de Morelos,1,Abeja,7,Miel,25.539,0,38.57,985.05,0
2018,20,Oaxaca,105,Valles Centrales,77,Reyes Etla,1,Abeja,2,Cera,0.08,0,48.99,3.919,0
2018,20,Oaxaca,105,Valles Centrales,77,Reyes Etla,1,Abeja,7,Miel,3.52,0,37.69,132.652,0
2018,20,Oaxaca,105,Valles Centrales,92,San Andrés Ixtlahuaca,1,Abeja,2,Cera,0.028,0,49.11,1.375,0
2018,20,Oaxaca,105,Valles Centrales,92,San Andrés Ixtlahuaca,1,Abeja,7,Miel,1.165,0,36.84,42.924,0
2018,20,Oaxaca,105,Valles Centrales,101,San Andrés Zabache,1,Abeja,2,Cera,0.052,0,48.4,2.517,0
2018,20,Oaxaca,105,Valles Centrales,101,San Andrés Zabache,1,Abeja,7,Miel,1.785,0,41.92,74.828,0
2018,20,Oaxaca,105,Valles Centrales,115,San Bartolo Coyotepec,1,Abeja,2,Cera,0.137,0,48.93,6.703,0
2018,20,Oaxaca,105,Valles Centrales,115,San Bartolo Coyotepec,1,Abeja,7,Miel,5.938,0,37.79,224.416,0
2018,20,Oaxaca,105,Valles Centrales,131,San Dionisio Ocotepec,1,Abeja,2,Cera,0.229,0,48.53,11.114,0
2018,20,Oaxaca,105,Valles Centrales,131,San Dionisio Ocotepec,1,Abeja,7,Miel,5.425,0,38.03,206.333,0
2018,20,Oaxaca,105,Valles Centrales,137,San Francisco Cahuacuá,1,Abeja,2,Cera,0.033,0,48.79,1.61,0
2018,20,Oaxaca,105,Valles Centrales,137,San Francisco Cahuacuá,1,Abeja,7,Miel,1.148,0,38.36,44.042,0
2018,20,Oaxaca,105,Valles Centrales,148,San Francisco Ozolotepec,1,Abeja,2,Cera,1.19,0,48.63,57.872,0
2018,20,Oaxaca,105,Valles Centrales,148,San Francisco Ozolotepec,1,Abeja,7,Miel,41.496,0,42.07,1745.909,0
2018,20,Oaxaca,105,Valles Centrales,149,San Francisco Sola,1,Abeja,2,Cera,0.013,0,49,0.637,0
2018,20,Oaxaca,105,Valles Centrales,149,San Francisco Sola,1,Abeja,7,Miel,0.435,0,38.33,16.673,0
2018,20,Oaxaca,105,Valles Centrales,159,San Jerónimo Coatlán,1,Abeja,2,Cera,0.215,0,49.27,10.592,0
2018,20,Oaxaca,105,Valles Centrales,159,San Jerónimo Coatlán,1,Abeja,7,Miel,7.461,0,41.91,312.659,0
2018,20,Oaxaca,105,Valles Centrales,161,San Jerónimo Sosola,1,Abeja,2,Cera,0.081,0,49,3.969,0
2018,20,Oaxaca,105,Valles Centrales,161,San Jerónimo Sosola,1,Abeja,7,Miel,3.592,0,37.24,133.758,0
2018,20,Oaxaca,105,Valles Centrales,167,San José del Peñasco,1,Abeja,2,Cera,0.086,0,47.85,4.115,0
2018,20,Oaxaca,105,Valles Centrales,167,San José del Peñasco,1,Abeja,7,Miel,2.907,0,40.35,117.297,0
2018,20,Oaxaca,105,Valles Centrales,179,San Juan Bautista Jayacatlán,1,Abeja,2,Cera,0.076,0,48.74,3.704,0
2018,20,Oaxaca,105,Valles Centrales,179,San Juan Bautista Jayacatlán,1,Abeja,7,Miel,3.362,0,37.23,125.156,0
2018,20,Oaxaca,105,Valles Centrales,194,San Juan del Río,1,Abeja,2,Cera,0.013,0,49.08,0.638,0
2018,20,Oaxaca,105,Valles Centrales,194,San Juan del Río,1,Abeja,7,Miel,0.29,0,37.88,10.984,0
2018,20,Oaxaca,105,Valles Centrales,197,San Juan Guelavía,1,Abeja,2,Cera,0.111,0,49,5.439,0
2018,20,Oaxaca,105,Valles Centrales,197,San Juan Guelavía,1,Abeja,7,Miel,2.64,0,38.29,101.074,0
2018,20,Oaxaca,105,Valles Centrales,211,San Juan Ozolotepec,1,Abeja,2,Cera,5.596,0,48.59,271.9,0
2018,20,Oaxaca,105,Valles Centrales,211,San Juan Ozolotepec,1,Abeja,7,Miel,195.387,0,43.43,8485.409,0
2018,20,Oaxaca,105,Valles Centrales,226,San Lorenzo Albarradas,1,Abeja,2,Cera,0.113,0,48.75,5.509,0
2018,20,Oaxaca,105,Valles Centrales,226,San Lorenzo Albarradas,1,Abeja,7,Miel,2.66,0,37.72,100.334,0
2018,20,Oaxaca,105,Valles Centrales,229,San Lorenzo Texmelúcan,1,Abeja,2,Cera,0.008,0,48.63,0.389,0
2018,20,Oaxaca,105,Valles Centrales,229,San Lorenzo Texmelúcan,1,Abeja,7,Miel,0.29,0,38.5,11.166,0
2018,20,Oaxaca,105,Valles Centrales,233,San Lucas Quiaviní,1,Abeja,2,Cera,0.023,0,48.87,1.124,0
2018,20,Oaxaca,105,Valles Centrales,233,San Lucas Quiaviní,1,Abeja,7,Miel,0.54,0,37.74,20.382,0
2018,20,Oaxaca,105,Valles Centrales,254,San Mateo Río Hondo,1,Abeja,2,Cera,0.269,0,49.96,13.439,0
2018,20,Oaxaca,105,Valles Centrales,254,San Mateo Río Hondo,1,Abeja,7,Miel,9.062,0,40.86,370.286,0
2018,20,Oaxaca,105,Valles Centrales,566,San Mateo Yucutindoo,1,Abeja,2,Cera,0.006,0,49,0.294,0
2018,20,Oaxaca,105,Valles Centrales,566,San Mateo Yucutindoo,1,Abeja,7,Miel,0.202,0,38.25,7.726,0
2018,20,Oaxaca,105,Valles Centrales,294,San Pablo Huitzo,1,Abeja,2,Cera,0.061,0,49.16,2.999,0
2018,20,Oaxaca,105,Valles Centrales,294,San Pablo Huitzo,1,Abeja,7,Miel,2.658,0,36.65,97.412,0
2018,20,Oaxaca,105,Valles Centrales,295,San Pablo Huixtepec,1,Abeja,2,Cera,0.078,0,49.15,3.834,0
2018,20,Oaxaca,105,Valles Centrales,295,San Pablo Huixtepec,1,Abeja,7,Miel,3.314,0,36.87,122.187,0
2018,20,Oaxaca,105,Valles Centrales,344,San Sebastián Coatlán,1,Abeja,2,Cera,2.189,0,48.8,106.831,0
2018,20,Oaxaca,105,Valles Centrales,344,San Sebastián Coatlán,1,Abeja,7,Miel,76.448,0,41.38,3163.087,0
2018,20,Oaxaca,105,Valles Centrales,351,San Simón Almolongas,1,Abeja,2,Cera,0.052,0,49.56,2.577,0
2018,20,Oaxaca,105,Valles Centrales,351,San Simón Almolongas,1,Abeja,7,Miel,1.74,0,40.84,71.063,0
2018,20,Oaxaca,105,Valles Centrales,356,Santa Ana del Valle,1,Abeja,2,Cera,0.091,0,48.84,4.444,0
2018,20,Oaxaca,105,Valles Centrales,356,Santa Ana del Valle,1,Abeja,7,Miel,2.156,0,37.66,81.191,0
2018,20,Oaxaca,105,Valles Centrales,385,Santa Cruz Xoxocotlán,1,Abeja,2,Cera,0.089,0,49.22,4.381,0
2018,20,Oaxaca,105,Valles Centrales,385,Santa Cruz Xoxocotlán,1,Abeja,7,Miel,3.957,0,37.03,146.508,0
2018,20,Oaxaca,105,Valles Centrales,386,Santa Cruz Zenzontepec,1,Abeja,2,Cera,0.021,0,48.62,1.021,0
2018,20,Oaxaca,105,Valles Centrales,386,Santa Cruz Zenzontepec,1,Abeja,7,Miel,0.729,0,38.29,27.915,0
2018,20,Oaxaca,105,Valles Centrales,388,Santa Inés del Monte,1,Abeja,2,Cera,0.025,0,48.88,1.222,0
2018,20,Oaxaca,105,Valles Centrales,388,Santa Inés del Monte,1,Abeja,7,Miel,1.093,0,36.95,40.389,0
2018,20,Oaxaca,105,Valles Centrales,399,Santa María Atzompa,1,Abeja,2,Cera,0.059,0,48.73,2.875,0
2018,20,Oaxaca,105,Valles Centrales,399,Santa María Atzompa,1,Abeja,7,Miel,2.582,0,36.83,95.085,0
2018,20,Oaxaca,105,Valles Centrales,424,Santa María Ozolotepec,1,Abeja,2,Cera,0.61,0,49.05,29.919,0
2018,20,Oaxaca,105,Valles Centrales,424,Santa María Ozolotepec,1,Abeja,7,Miel,21.28,0,40.46,861.011,0
2018,20,Oaxaca,105,Valles Centrales,448,Santa María Zaniza,1,Abeja,2,Cera,0.077,0,48.7,3.75,0
2018,20,Oaxaca,105,Valles Centrales,448,Santa María Zaniza,1,Abeja,7,Miel,2.66,0,38.3,101.882,0
2018,20,Oaxaca,105,Valles Centrales,450,Santiago Amoltepec,1,Abeja,2,Cera,0.006,0,48.67,0.292,0
2018,20,Oaxaca,105,Valles Centrales,450,Santiago Amoltepec,1,Abeja,7,Miel,0.202,0,38.32,7.741,0
2018,20,Oaxaca,105,Valles Centrales,452,Santiago Apóstol,1,Abeja,2,Cera,0.115,0,49.22,5.66,0
2018,20,Oaxaca,105,Valles Centrales,452,Santiago Apóstol,1,Abeja,7,Miel,4.835,0,37.38,180.745,0
2018,20,Oaxaca,105,Valles Centrales,475,Santiago Matatlán,1,Abeja,2,Cera,0.018,0,48.83,0.879,0
2018,20,Oaxaca,105,Valles Centrales,475,Santiago Matatlán,1,Abeja,7,Miel,0.435,0,38.03,16.544,0
2018,20,Oaxaca,105,Valles Centrales,487,Santiago Tenango,1,Abeja,2,Cera,0.043,0,49.21,2.116,0
2018,20,Oaxaca,105,Valles Centrales,487,Santiago Tenango,1,Abeja,7,Miel,1.874,0,37.07,69.468,0
2018,20,Oaxaca,105,Valles Centrales,491,Santiago Textitlán,1,Abeja,2,Cera,0.049,0,49.02,2.402,0
2018,20,Oaxaca,105,Valles Centrales,491,Santiago Textitlán,1,Abeja,7,Miel,1.68,0,38.42,64.549,0
2018,20,Oaxaca,105,Valles Centrales,494,Santiago Tlazoyaltepec,1,Abeja,2,Cera,0.054,0,48.98,2.645,0
2018,20,Oaxaca,105,Valles Centrales,494,Santiago Tlazoyaltepec,1,Abeja,7,Miel,2.397,0,36.74,88.075,0
2018,20,Oaxaca,105,Valles Centrales,495,Santiago Xanica,1,Abeja,2,Cera,1.89,0,49.29,93.166,0
2018,20,Oaxaca,105,Valles Centrales,495,Santiago Xanica,1,Abeja,7,Miel,65.988,0,43.34,2859.739,0
2018,20,Oaxaca,105,Valles Centrales,512,Santo Domingo Ozolotepec,1,Abeja,2,Cera,0.128,0,48.87,6.255,0
2018,20,Oaxaca,105,Valles Centrales,512,Santo Domingo Ozolotepec,1,Abeja,7,Miel,4.479,0,41.05,183.884,0
2018,20,Oaxaca,105,Valles Centrales,516,Santo Domingo Teojomulco,1,Abeja,2,Cera,0.024,0,49.08,1.178,0
2018,20,Oaxaca,105,Valles Centrales,516,Santo Domingo Teojomulco,1,Abeja,7,Miel,0.831,0,38.17,31.721,0
2018,20,Oaxaca,105,Valles Centrales,533,Santo Tomás Tamazulapan,1,Abeja,2,Cera,0.217,0,49.57,10.756,0
2018,20,Oaxaca,105,Valles Centrales,533,Santo Tomás Tamazulapan,1,Abeja,7,Miel,7.512,0,40.03,300.668,0
2018,20,Oaxaca,105,Valles Centrales,551,Tlacolula de Matamoros,1,Abeja,2,Cera,0.27,0,49.12,13.263,0
2018,20,Oaxaca,105,Valles Centrales,551,Tlacolula de Matamoros,1,Abeja,7,Miel,6.38,0,37.77,240.999,0
2018,20,Oaxaca,105,Valles Centrales,338,Villa de Etla,1,Abeja,7,Miel,1.357,0,37,50.212,0
2018,20,Oaxaca,105,Valles Centrales,565,Villa de Zaachila,1,Abeja,2,Cera,0.03,0,48.9,1.467,0
2018,20,Oaxaca,105,Valles Centrales,560,Villa Díaz Ordaz,1,Abeja,2,Cera,0.024,0,48.79,1.171,0
2018,20,Oaxaca,105,Valles Centrales,560,Villa Díaz Ordaz,1,Abeja,7,Miel,0.558,0,37.75,21.067,0
2018,20,Oaxaca,105,Valles Centrales,277,Villa Sola de Vega,1,Abeja,2,Cera,0.025,0,48.84,1.221,0
2018,20,Oaxaca,105,Valles Centrales,277,Villa Sola de Vega,1,Abeja,7,Miel,0.858,0,38.23,32.805,0
2018,20,Oaxaca,105,Valles Centrales,570,Zimatlán de Álvarez,1,Abeja,2,Cera,0.178,0,48.99,8.72,0
