Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2018,14,Jalisco,65,Zapopan,71,San Cristóbal de La Barranca,1,Abeja,7,Miel,25.674,0,47.91,1230.041,0
2018,14,Jalisco,65,Zapopan,98,San Pedro Tlaquepaque,1,Abeja,2,Cera,0.51,0,76.86,39.198,0
2018,14,Jalisco,65,Zapopan,98,San Pedro Tlaquepaque,1,Abeja,7,Miel,16.985,0,47.81,812.119,0
2018,14,Jalisco,65,Zapopan,97,Tlajomulco de Zúñiga,1,Abeja,2,Cera,0.546,0,75.61,41.284,0
2018,14,Jalisco,65,Zapopan,97,Tlajomulco de Zúñiga,1,Abeja,7,Miel,18.218,0,47,856.159,0
2018,14,Jalisco,65,Zapopan,101,Tonalá,1,Abeja,2,Cera,1.152,0,94,108.288,0
2018,14,Jalisco,65,Zapopan,101,Tonalá,1,Abeja,7,Miel,38.4,0,48,1843.2,0
2018,14,Jalisco,65,Zapopan,114,Villa Corona,1,Abeja,2,Cera,0.519,0,76.99,39.956,0
2018,14,Jalisco,65,Zapopan,114,Villa Corona,1,Abeja,7,Miel,17.296,0,48.06,831.309,0
2018,14,Jalisco,65,Zapopan,120,Zapopan,1,Abeja,2,Cera,2.549,0,72.85,185.699,0
2018,14,Jalisco,65,Zapopan,120,Zapopan,1,Abeja,7,Miel,84.966,0,47.04,3996.801,0
2018,14,Jalisco,65,Zapopan,124,Zapotlanejo,1,Abeja,2,Cera,2.486,0,93,231.198,0
2018,14,Jalisco,65,Zapopan,124,Zapotlanejo,1,Abeja,7,Miel,32.88,0,55,1808.4,0
2018,15,México,77,Atlacomulco,1,Acambay de Ruíz Castañeda,1,Abeja,2,Cera,0.04,0,66.05,2.642,0
2018,15,México,77,Atlacomulco,1,Acambay de Ruíz Castañeda,1,Abeja,7,Miel,1.57,0,60.3,94.671,0
2018,15,México,77,Atlacomulco,14,Atlacomulco,1,Abeja,2,Cera,0.07,0,67.11,4.698,0
2018,15,México,77,Atlacomulco,14,Atlacomulco,1,Abeja,7,Miel,2.6,0,60.51,157.326,0
2018,15,México,77,Atlacomulco,64,El Oro,1,Abeja,2,Cera,0.011,0,69.82,0.768,0
2018,15,México,77,Atlacomulco,64,El Oro,1,Abeja,7,Miel,0.37,0,60.87,22.522,0
2018,15,México,77,Atlacomulco,42,Ixtlahuaca,1,Abeja,2,Cera,0.031,0,65.19,2.021,0
2018,15,México,77,Atlacomulco,42,Ixtlahuaca,1,Abeja,7,Miel,1.548,0,60.1,93.035,0
2018,15,México,77,Atlacomulco,47,Jiquipilco,1,Abeja,2,Cera,0.03,0,63.57,1.907,0
2018,15,México,77,Atlacomulco,47,Jiquipilco,1,Abeja,7,Miel,0.84,0,60.13,50.509,0
2018,15,México,77,Atlacomulco,48,Jocotitlán,1,Abeja,2,Cera,0.1,0,66.95,6.695,0
2018,15,México,77,Atlacomulco,48,Jocotitlán,1,Abeja,7,Miel,3.7,0,60.16,222.592,0
2018,15,México,77,Atlacomulco,56,Morelos,1,Abeja,2,Cera,0.02,0,64.35,1.287,0
2018,15,México,77,Atlacomulco,56,Morelos,1,Abeja,7,Miel,0.57,0,60.35,34.4,0
2018,15,México,77,Atlacomulco,74,San Felipe del Progreso,1,Abeja,2,Cera,0.029,0,65,1.885,0
2018,15,México,77,Atlacomulco,74,San Felipe del Progreso,1,Abeja,7,Miel,0.88,0,60.44,53.187,0
2018,15,México,77,Atlacomulco,124,San José del Rincón,1,Abeja,2,Cera,0.04,0,63.93,2.557,0
2018,15,México,77,Atlacomulco,124,San José del Rincón,1,Abeja,7,Miel,1.62,0,60.48,97.978,0
2018,15,México,77,Atlacomulco,85,Temascalcingo,1,Abeja,2,Cera,0.05,0,63.44,3.172,0
2018,15,México,77,Atlacomulco,85,Temascalcingo,1,Abeja,7,Miel,1.83,0,60.85,111.356,0
2018,15,México,78,Coatepec Harinas,4,Almoloya de Alquisiras,1,Abeja,2,Cera,0.51,0,87.23,44.487,0
2018,15,México,78,Coatepec Harinas,4,Almoloya de Alquisiras,1,Abeja,7,Miel,11.43,0,54.43,622.135,0
2018,15,México,78,Coatepec Harinas,21,Coatepec Harinas,1,Abeja,2,Cera,0.53,0,88.69,47.005,0
2018,15,México,78,Coatepec Harinas,21,Coatepec Harinas,1,Abeja,7,Miel,14.48,0,53.46,774.101,0
2018,15,México,78,Coatepec Harinas,40,Ixtapan de La Sal,1,Abeja,2,Cera,0.83,0,85.89,71.288,0
2018,15,México,78,Coatepec Harinas,40,Ixtapan de La Sal,1,Abeja,7,Miel,34.31,0,50.87,1745.35,0
2018,15,México,78,Coatepec Harinas,52,Malinalco,1,Abeja,2,Cera,0.79,0,87.33,68.987,0
2018,15,México,78,Coatepec Harinas,52,Malinalco,1,Abeja,7,Miel,15.78,0,54.89,866.164,0
2018,15,México,78,Coatepec Harinas,63,Ocuilan,1,Abeja,2,Cera,0.95,0,92.92,88.274,0
2018,15,México,78,Coatepec Harinas,63,Ocuilan,1,Abeja,7,Miel,28.53,0,53.07,1514.087,0
2018,15,México,78,Coatepec Harinas,80,Sultepec,1,Abeja,2,Cera,0.6,0,92.24,55.344,0
2018,15,México,78,Coatepec Harinas,80,Sultepec,1,Abeja,7,Miel,16.5,0,54.14,893.31,0
2018,15,México,78,Coatepec Harinas,88,Tenancingo,1,Abeja,2,Cera,1.251,0,86.36,108.04,0
2018,15,México,78,Coatepec Harinas,88,Tenancingo,1,Abeja,7,Miel,51.11,0,53.56,2737.452,0
2018,15,México,78,Coatepec Harinas,97,Texcaltitlán,1,Abeja,2,Cera,0.07,0,97.2,6.804,0
2018,15,México,78,Coatepec Harinas,97,Texcaltitlán,1,Abeja,7,Miel,1.01,0,60.04,60.64,0
2018,15,México,78,Coatepec Harinas,107,Tonatico,1,Abeja,2,Cera,1.87,0,85.86,160.559,0
2018,15,México,78,Coatepec Harinas,107,Tonatico,1,Abeja,7,Miel,93.54,0,50.75,4747.155,0
2018,15,México,78,Coatepec Harinas,113,Villa Guerrero,1,Abeja,2,Cera,0.29,0,87.86,25.48,0
2018,15,México,78,Coatepec Harinas,113,Villa Guerrero,1,Abeja,7,Miel,9.11,0,52.61,479.277,0
2018,15,México,78,Coatepec Harinas,117,Zacualpan,1,Abeja,2,Cera,0.37,0,89.4,33.078,0
2018,15,México,78,Coatepec Harinas,117,Zacualpan,1,Abeja,7,Miel,13.92,0,54.57,759.614,0
2018,15,México,78,Coatepec Harinas,119,Zumpahuacán,1,Abeja,2,Cera,0.241,0,93.12,22.442,0
2018,15,México,78,Coatepec Harinas,119,Zumpahuacán,1,Abeja,7,Miel,2.91,0,53.29,155.074,0
2018,15,México,80,Jilotepec,3,Aculco,1,Abeja,7,Miel,0.297,0,61.27,18.197,0
2018,15,México,80,Jilotepec,26,Chapa de Mota,1,Abeja,7,Miel,5.034,0,57.17,287.794,0
2018,15,México,80,Jilotepec,45,Jilotepec,1,Abeja,7,Miel,3.7,0,61.55,227.735,0
2018,15,México,80,Jilotepec,71,Polotitlán,1,Abeja,7,Miel,0.108,0,61.3,6.62,0
2018,15,México,80,Jilotepec,79,Soyaniquilpan de Juárez,1,Abeja,7,Miel,0.64,0,61.22,39.181,0
2018,15,México,80,Jilotepec,102,Timilpan,1,Abeja,7,Miel,0.19,0,57.7,10.963,0
2018,15,México,80,Jilotepec,112,Villa del Carbón,1,Abeja,7,Miel,1.676,0,61.24,102.638,0
2018,15,México,76,Tejupilco,8,Amatepec,1,Abeja,2,Cera,2.687,0,61.06,164.07,0
2018,15,México,76,Tejupilco,8,Amatepec,1,Abeja,7,Miel,89.992,0,50.21,4518.498,0
2018,15,México,76,Tejupilco,123,Luvianos,1,Abeja,2,Cera,1.922,0,65.16,125.243,0
2018,15,México,76,Tejupilco,123,Luvianos,1,Abeja,7,Miel,65.096,0,50.24,3270.423,0
2018,15,México,76,Tejupilco,77,San Simón de Guerrero,1,Abeja,2,Cera,0.419,0,60.81,25.48,0
2018,15,México,76,Tejupilco,77,San Simón de Guerrero,1,Abeja,7,Miel,14.359,0,50.32,722.545,0
2018,15,México,76,Tejupilco,82,Tejupilco,1,Abeja,2,Cera,1.147,0,61.91,71.011,0
2018,15,México,76,Tejupilco,82,Tejupilco,1,Abeja,7,Miel,39.01,0,50.22,1959.082,0
2018,15,México,76,Tejupilco,86,Temascaltepec,1,Abeja,2,Cera,1.035,0,63.38,65.599,0
2018,15,México,76,Tejupilco,86,Temascaltepec,1,Abeja,7,Miel,35.143,0,50.21,1764.53,0
2018,15,México,76,Tejupilco,105,Tlatlaya,1,Abeja,2,Cera,1.09,0,63.94,69.698,0
2018,15,México,76,Tejupilco,105,Tlatlaya,1,Abeja,7,Miel,36.539,0,50.22,1834.989,0
2018,15,México,75,Texcoco,9,Amecameca,1,Abeja,2,Cera,0.312,0,20.79,6.486,0
2018,15,México,75,Texcoco,9,Amecameca,1,Abeja,7,Miel,14.818,0,50.66,750.68,0
2018,15,México,75,Texcoco,11,Atenco,1,Abeja,2,Cera,0.2,0,12.96,2.592,0
2018,15,México,75,Texcoco,11,Atenco,1,Abeja,7,Miel,7.163,0,50.94,364.883,0
2018,15,México,75,Texcoco,15,Atlautla,1,Abeja,2,Cera,0.832,0,21.73,18.079,0
2018,15,México,75,Texcoco,15,Atlautla,1,Abeja,7,Miel,34.214,0,50.92,1742.177,0
2018,15,México,75,Texcoco,25,Chalco,1,Abeja,2,Cera,0.712,0,15.27,10.872,0
2018,15,México,75,Texcoco,25,Chalco,1,Abeja,7,Miel,37.128,0,50.31,1867.91,0
2018,15,México,75,Texcoco,22,Cocotitlán,1,Abeja,2,Cera,0.172,0,21.73,3.738,0
2018,15,México,75,Texcoco,22,Cocotitlán,1,Abeja,7,Miel,6.402,0,50.94,326.118,0
2018,15,México,75,Texcoco,34,Ecatzingo,1,Abeja,2,Cera,0.34,0,21.71,7.381,0
2018,15,México,75,Texcoco,34,Ecatzingo,1,Abeja,7,Miel,13.958,0,50.57,705.856,0
2018,15,México,75,Texcoco,50,Juchitepec,1,Abeja,2,Cera,0.284,0,21.15,6.007,0
2018,15,México,75,Texcoco,50,Juchitepec,1,Abeja,7,Miel,17.208,0,50.85,875.027,0
2018,15,México,75,Texcoco,68,Ozumba,1,Abeja,2,Cera,0.504,0,21.14,10.655,0
2018,15,México,75,Texcoco,68,Ozumba,1,Abeja,7,Miel,27.994,0,50.83,1422.935,0
2018,15,México,75,Texcoco,83,Temamatla,1,Abeja,2,Cera,0.08,0,20.86,1.669,0
2018,15,México,75,Texcoco,83,Temamatla,1,Abeja,7,Miel,3.895,0,50.69,197.438,0
2018,15,México,75,Texcoco,89,Tenango del Aire,1,Abeja,2,Cera,0.036,0,21.03,0.757,0
2018,15,México,75,Texcoco,89,Tenango del Aire,1,Abeja,7,Miel,1.363,0,50.09,68.273,0
2018,15,México,75,Texcoco,94,Tepetlixpa,1,Abeja,2,Cera,0.976,0,21.28,20.769,0
2018,15,México,75,Texcoco,94,Tepetlixpa,1,Abeja,7,Miel,39.922,0,50.51,2016.46,0
2018,15,México,75,Texcoco,103,Tlalmanalco,1,Abeja,2,Cera,0.084,0,21.68,1.821,0
2018,15,México,75,Texcoco,103,Tlalmanalco,1,Abeja,7,Miel,3.117,0,50.65,157.876,0
2018,15,México,73,Toluca,5,Almoloya de Juárez,1,Abeja,2,Cera,0.02,0,62.8,1.256,0
2018,15,México,73,Toluca,5,Almoloya de Juárez,1,Abeja,7,Miel,0.648,0,46.68,30.247,0
2018,15,México,73,Toluca,6,Almoloya del Río,1,Abeja,2,Cera,0.017,0,65.24,1.109,0
2018,15,México,73,Toluca,6,Almoloya del Río,1,Abeja,7,Miel,0.366,0,47.23,17.286,0
2018,15,México,73,Toluca,12,Atizapán,1,Abeja,2,Cera,0.013,0,62.23,0.809,0
2018,15,México,73,Toluca,12,Atizapán,1,Abeja,7,Miel,0.343,0,47.61,16.329,0
2018,15,México,73,Toluca,18,Calimaya,1,Abeja,2,Cera,0.076,0,64.32,4.888,0
2018,15,México,73,Toluca,18,Calimaya,1,Abeja,7,Miel,2.514,0,46.94,118.019,0
2018,15,México,73,Toluca,19,Capulhuac,1,Abeja,2,Cera,0.027,0,62.52,1.688,0
2018,15,México,73,Toluca,19,Capulhuac,1,Abeja,7,Miel,0.816,0,50.03,40.825,0
2018,15,México,73,Toluca,27,Chapultepec,1,Abeja,2,Cera,0.2,0,32.48,6.496,0
2018,15,México,73,Toluca,27,Chapultepec,1,Abeja,7,Miel,8.177,0,46.13,377.205,0
2018,15,México,73,Toluca,49,Joquicingo,1,Abeja,2,Cera,0.031,0,62.45,1.936,0
2018,15,México,73,Toluca,49,Joquicingo,1,Abeja,7,Miel,0.907,0,48.01,43.549,0
2018,15,México,73,Toluca,51,Lerma,1,Abeja,2,Cera,0.233,0,37.37,8.707,0
2018,15,México,73,Toluca,51,Lerma,1,Abeja,7,Miel,11.185,0,43.65,488.225,0
2018,15,México,73,Toluca,54,Metepec,1,Abeja,2,Cera,0.16,0,31.49,5.038,0
2018,15,México,73,Toluca,54,Metepec,1,Abeja,7,Miel,8.357,0,44.77,374.143,0
2018,15,México,73,Toluca,55,Mexicaltzingo,1,Abeja,2,Cera,0.184,0,63.48,11.681,0
2018,15,México,73,Toluca,55,Mexicaltzingo,1,Abeja,7,Miel,2.631,0,46.7,122.864,0
2018,15,México,73,Toluca,67,Otzolotepec,1,Abeja,2,Cera,0.223,0,35.17,7.843,0
2018,15,México,73,Toluca,67,Otzolotepec,1,Abeja,7,Miel,7.846,0,48.07,377.141,0
2018,15,México,73,Toluca,72,Rayón,1,Abeja,2,Cera,0.021,0,62.05,1.303,0
2018,15,México,73,Toluca,72,Rayón,1,Abeja,7,Miel,0.649,0,48.87,31.717,0
2018,15,México,73,Toluca,90,Tenango del Valle,1,Abeja,2,Cera,0.06,0,61.83,3.71,0
2018,15,México,73,Toluca,90,Tenango del Valle,1,Abeja,7,Miel,1.368,0,49.2,67.306,0
2018,15,México,73,Toluca,98,Texcalyacac,1,Abeja,2,Cera,0.02,0,63.5,1.27,0
2018,15,México,73,Toluca,98,Texcalyacac,1,Abeja,7,Miel,0.593,0,46.53,27.594,0
2018,15,México,73,Toluca,101,Tianguistenco,1,Abeja,2,Cera,0.032,0,62.84,2.011,0
2018,15,México,73,Toluca,101,Tianguistenco,1,Abeja,7,Miel,1,0,47.63,47.629,0
2018,15,México,73,Toluca,106,Toluca,1,Abeja,2,Cera,0.292,0,42.43,12.39,0
2018,15,México,73,Toluca,106,Toluca,1,Abeja,7,Miel,13.301,0,44.6,593.225,0
2018,15,México,73,Toluca,43,Xalatlaco,1,Abeja,2,Cera,0.019,0,59.79,1.136,0
2018,15,México,73,Toluca,43,Xalatlaco,1,Abeja,7,Miel,0.471,0,46.62,21.96,0
2018,15,México,73,Toluca,115,Xonacatlán,1,Abeja,2,Cera,0.048,0,61.35,2.945,0
2018,15,México,73,Toluca,115,Xonacatlán,1,Abeja,7,Miel,0.959,0,48.52,46.534,0
2018,15,México,79,Valle de Bravo,7,Amanalco,1,Abeja,2,Cera,0.564,0,95.7,53.975,0
2018,15,México,79,Valle de Bravo,7,Amanalco,1,Abeja,7,Miel,13.781,0,53.29,734.389,0
2018,15,México,79,Valle de Bravo,32,Donato Guerra,1,Abeja,2,Cera,0.444,0,99.15,44.023,0
2018,15,México,79,Valle de Bravo,32,Donato Guerra,1,Abeja,7,Miel,11.834,0,53.7,635.486,0
2018,15,México,79,Valle de Bravo,41,Ixtapan del Oro,1,Abeja,2,Cera,0.959,0,96.72,92.757,0
2018,15,México,79,Valle de Bravo,41,Ixtapan del Oro,1,Abeja,7,Miel,20.199,0,53.95,1089.736,0
2018,15,México,79,Valle de Bravo,66,Otzoloapan,1,Abeja,2,Cera,0.471,0,96.46,45.433,0
2018,15,México,79,Valle de Bravo,66,Otzoloapan,1,Abeja,7,Miel,11.779,0,53.13,625.818,0
2018,15,México,79,Valle de Bravo,78,Santo Tomás,1,Abeja,2,Cera,0.821,0,92.39,75.852,0
2018,15,México,79,Valle de Bravo,78,Santo Tomás,1,Abeja,7,Miel,17.034,0,53.71,914.896,0
2018,15,México,79,Valle de Bravo,110,Valle de Bravo,1,Abeja,2,Cera,0.426,0,94.98,40.461,0
2018,15,México,79,Valle de Bravo,110,Valle de Bravo,1,Abeja,7,Miel,9.827,0,53.16,522.403,0
2018,15,México,79,Valle de Bravo,111,Villa de Allende,1,Abeja,2,Cera,0.269,0,93.21,25.073,0
2018,15,México,79,Valle de Bravo,111,Villa de Allende,1,Abeja,7,Miel,6.334,0,53.57,339.312,0
2018,15,México,79,Valle de Bravo,114,Villa Victoria,1,Abeja,2,Cera,0.328,0,96.71,31.721,0
2018,15,México,79,Valle de Bravo,114,Villa Victoria,1,Abeja,7,Miel,4.165,0,53.07,221.037,0
2018,15,México,79,Valle de Bravo,116,Zacazonapan,1,Abeja,2,Cera,0.906,0,93.81,84.992,0
2018,15,México,79,Valle de Bravo,116,Zacazonapan,1,Abeja,7,Miel,18.36,0,53.93,990.155,0
2018,16,Michoacán,82,Aguililla,2,Aguililla,1,Abeja,7,Miel,2.516,0,66.86,168.22,0
2018,16,Michoacán,82,Aguililla,15,Coalcomán de Vázquez Pallares,1,Abeja,7,Miel,6.437,0,66.27,426.58,0
2018,16,Michoacán,85,Apatzingán,6,Apatzingán,1,Abeja,2,Cera,0.634,0,71.51,45.336,0
2018,16,Michoacán,85,Apatzingán,6,Apatzingán,1,Abeja,7,Miel,19.967,0,51.9,1036.287,0
2018,16,Michoacán,85,Apatzingán,12,Buenavista,1,Abeja,7,Miel,132.917,0,51.39,6830.605,0
2018,16,Michoacán,85,Apatzingán,55,Múgica,1,Abeja,2,Cera,5.734,0,68.77,394.326,0
2018,16,Michoacán,85,Apatzingán,55,Múgica,1,Abeja,7,Miel,196.473,0,51.41,10100.677,0
2018,16,Michoacán,85,Apatzingán,64,Parácuaro,1,Abeja,2,Cera,0.287,0,66,18.942,0
2018,16,Michoacán,85,Apatzingán,64,Parácuaro,1,Abeja,7,Miel,9.396,0,52,488.592,0
2018,16,Michoacán,81,Coahuayana,8,Aquila,1,Abeja,2,Cera,2.435,0,51.29,124.887,0
2018,16,Michoacán,81,Coahuayana,8,Aquila,1,Abeja,7,Miel,67.458,0,53.55,3612.376,0
2018,16,Michoacán,81,Coahuayana,26,Chinicuila,1,Abeja,2,Cera,2.03,0,48.56,98.58,0
2018,16,Michoacán,81,Coahuayana,26,Chinicuila,1,Abeja,7,Miel,66.43,0,53.23,3536.069,0
2018,16,Michoacán,81,Coahuayana,14,Coahuayana,1,Abeja,2,Cera,0.51,0,49.46,25.225,0
2018,16,Michoacán,81,Coahuayana,14,Coahuayana,1,Abeja,7,Miel,11.429,0,53.55,612.023,0
2018,16,Michoacán,84,Huacana,29,Churumuco,1,Abeja,2,Cera,0.118,0,94.69,11.173,0
2018,16,Michoacán,84,Huacana,29,Churumuco,1,Abeja,7,Miel,2.118,0,60.46,128.058,0
2018,16,Michoacán,84,Huacana,35,La Huacana,1,Abeja,2,Cera,1.156,0,67.37,77.884,0
2018,16,Michoacán,84,Huacana,35,La Huacana,1,Abeja,7,Miel,16.661,0,62.62,1043.284,0
2018,16,Michoacán,84,Huacana,96,Tumbiscatío,1,Abeja,2,Cera,0.556,0,97.12,53.999,0
2018,16,Michoacán,84,Huacana,96,Tumbiscatío,1,Abeja,7,Miel,8.148,0,62.39,508.343,0
2018,16,Michoacán,92,Huetamo,13,Carácuaro,1,Abeja,2,Cera,0.09,0,97.8,8.802,0
2018,16,Michoacán,92,Huetamo,13,Carácuaro,1,Abeja,7,Miel,1.35,0,53,71.55,0
2018,16,Michoacán,92,Huetamo,38,Huetamo,1,Abeja,2,Cera,0.04,0,95.45,3.818,0
2018,16,Michoacán,92,Huetamo,38,Huetamo,1,Abeja,7,Miel,0.6,0,54.5,32.7,0
2018,16,Michoacán,92,Huetamo,57,Nocupétaro,1,Abeja,2,Cera,0.1,0,98.22,9.822,0
2018,16,Michoacán,92,Huetamo,57,Nocupétaro,1,Abeja,7,Miel,1.5,0,52.5,78.75,0
2018,16,Michoacán,92,Huetamo,77,San Lucas,1,Abeja,2,Cera,0.057,0,96.88,5.522,0
2018,16,Michoacán,92,Huetamo,77,San Lucas,1,Abeja,7,Miel,0.856,0,52.5,44.94,0
2018,16,Michoacán,92,Huetamo,92,Tiquicheo de Nicolás Romero,1,Abeja,2,Cera,0.1,0,98.18,9.818,0
2018,16,Michoacán,92,Huetamo,92,Tiquicheo de Nicolás Romero,1,Abeja,7,Miel,1.5,0,53,79.5,0
2018,16,Michoacán,89,La Piedad,4,Angamacutiro,1,Abeja,2,Cera,0.24,0,97.5,23.4,0
2018,16,Michoacán,89,La Piedad,4,Angamacutiro,1,Abeja,7,Miel,6.9,0,59.93,413.5,0
2018,16,Michoacán,89,La Piedad,28,Churintzio,1,Abeja,2,Cera,0.455,0,80,36.4,0
2018,16,Michoacán,89,La Piedad,28,Churintzio,1,Abeja,7,Miel,6.8,0,45,306,0
2018,16,Michoacán,89,La Piedad,16,Coeneo,1,Abeja,2,Cera,0.85,0,92.65,78.75,0
2018,16,Michoacán,89,La Piedad,16,Coeneo,1,Abeja,7,Miel,18,0,62.78,1130,0
2018,16,Michoacán,89,La Piedad,37,Huaniqueo,1,Abeja,2,Cera,0.185,0,95.41,17.651,0
2018,16,Michoacán,89,La Piedad,37,Huaniqueo,1,Abeja,7,Miel,3.6,0,64.22,231.2,0
2018,16,Michoacán,89,La Piedad,44,Jiménez,1,Abeja,2,Cera,0.205,0,95.12,19.5,0
2018,16,Michoacán,89,La Piedad,44,Jiménez,1,Abeja,7,Miel,4.8,0,65,312,0
2018,16,Michoacán,89,La Piedad,113,José Sixto Verduzco,1,Abeja,2,Cera,0.61,0,100,61,0
2018,16,Michoacán,89,La Piedad,113,José Sixto Verduzco,1,Abeja,7,Miel,6.9,0,62.54,431.5,0
2018,16,Michoacán,89,La Piedad,69,La Piedad,1,Abeja,2,Cera,0.77,0,85,65.45,0
2018,16,Michoacán,89,La Piedad,69,La Piedad,1,Abeja,7,Miel,11,0,45,495,0
2018,16,Michoacán,89,La Piedad,54,Morelos,1,Abeja,2,Cera,0.3,0,97.5,29.25,0
2018,16,Michoacán,89,La Piedad,54,Morelos,1,Abeja,7,Miel,6.8,0,60,408,0
2018,16,Michoacán,89,La Piedad,60,Numarán,1,Abeja,2,Cera,0.15,0,74,11.1,0
2018,16,Michoacán,89,La Piedad,60,Numarán,1,Abeja,7,Miel,1.7,0,44,74.8,0
2018,16,Michoacán,89,La Piedad,63,Panindícuaro,1,Abeja,2,Cera,0.13,0,95.77,12.45,0
2018,16,Michoacán,89,La Piedad,63,Panindícuaro,1,Abeja,7,Miel,2.1,0,62.62,131.5,0
2018,16,Michoacán,89,La Piedad,67,Penjamillo,1,Abeja,2,Cera,0.24,0,78,18.72,0
2018,16,Michoacán,89,La Piedad,67,Penjamillo,1,Abeja,7,Miel,2.6,0,43,111.8,0
2018,16,Michoacán,89,La Piedad,71,Puruándiro,1,Abeja,2,Cera,0.9,0,97.5,87.75,0
2018,16,Michoacán,89,La Piedad,71,Puruándiro,1,Abeja,7,Miel,10.8,0,60.09,649,0
2018,16,Michoacán,89,La Piedad,86,Tanhuato,1,Abeja,2,Cera,0.08,0,96.21,7.697,0
2018,16,Michoacán,89,La Piedad,86,Tanhuato,1,Abeja,7,Miel,2.412,0,50.54,121.896,0
2018,16,Michoacán,89,La Piedad,105,Vista Hermosa,1,Abeja,2,Cera,0.185,0,98.94,18.304,0
2018,16,Michoacán,89,La Piedad,105,Vista Hermosa,1,Abeja,7,Miel,6.816,0,50.74,345.852,0
2018,16,Michoacán,89,La Piedad,106,Yurécuaro,1,Abeja,2,Cera,0.226,0,98.5,22.261,0
2018,16,Michoacán,89,La Piedad,106,Yurécuaro,1,Abeja,7,Miel,6.804,0,48.37,329.094,0
2018,16,Michoacán,89,La Piedad,107,Zacapu,1,Abeja,2,Cera,1,0,100,100,0
2018,16,Michoacán,89,La Piedad,107,Zacapu,1,Abeja,7,Miel,24.5,0,59.49,1457.5,0
2018,16,Michoacán,89,La Piedad,109,Zináparo,1,Abeja,2,Cera,0.26,0,81,21.06,0
2018,16,Michoacán,89,La Piedad,109,Zináparo,1,Abeja,7,Miel,3.5,0,44,154,0
2018,16,Michoacán,83,Lázaro Cárdenas,10,Arteaga,1,Abeja,2,Cera,0.699,0,96,67.104,0
2018,16,Michoacán,83,Lázaro Cárdenas,10,Arteaga,1,Abeja,7,Miel,10.779,0,62,668.298,0
2018,16,Michoacán,83,Lázaro Cárdenas,52,Lázaro Cárdenas,1,Abeja,2,Cera,1.25,0,93.27,116.588,0
2018,16,Michoacán,83,Lázaro Cárdenas,52,Lázaro Cárdenas,1,Abeja,7,Miel,23.61,0,61.63,1455.05,0
2018,16,Michoacán,90,Pátzcuaro,9,Ario,1,Abeja,7,Miel,38.926,0,54,2102.004,0
2018,16,Michoacán,90,Pátzcuaro,32,Erongarícuaro,1,Abeja,7,Miel,38.07,0,52,1979.64,0
2018,16,Michoacán,90,Pátzcuaro,39,Huiramba,1,Abeja,7,Miel,17.79,0,53,942.87,0
2018,16,Michoacán,90,Pátzcuaro,48,Lagunillas,1,Abeja,7,Miel,25.698,0,52,1336.296,0
2018,16,Michoacán,90,Pátzcuaro,66,Pátzcuaro,1,Abeja,7,Miel,22.726,0,53,1204.478,0
2018,16,Michoacán,90,Pátzcuaro,73,Quiroga,1,Abeja,7,Miel,12.318,0,54,665.172,0
2018,16,Michoacán,90,Pátzcuaro,79,Salvador Escalante,1,Abeja,7,Miel,16.716,0,54,902.664,0
2018,16,Michoacán,90,Pátzcuaro,97,Turicato,1,Abeja,2,Cera,1.202,0,95.49,114.779,0
2018,16,Michoacán,90,Pátzcuaro,97,Turicato,1,Abeja,7,Miel,24.861,0,56.31,1399.923,0
2018,16,Michoacán,90,Pátzcuaro,100,Tzintzuntzan,1,Abeja,7,Miel,8.572,0,56.96,488.261,0
2018,16,Michoacán,88,Sahuayo,11,Briseñas,1,Abeja,2,Cera,0.502,0,93.79,47.083,0
2018,16,Michoacán,88,Sahuayo,11,Briseñas,1,Abeja,7,Miel,7.506,0,49.29,369.945,0
2018,16,Michoacán,88,Sahuayo,74,Cojumatlán de Régules,1,Abeja,2,Cera,0.702,0,94.71,66.486,0
2018,16,Michoacán,88,Sahuayo,74,Cojumatlán de Régules,1,Abeja,7,Miel,13.044,0,47.97,625.721,0
2018,16,Michoacán,88,Sahuayo,45,Jiquilpan,1,Abeja,2,Cera,0.202,0,84.19,17.006,0
2018,16,Michoacán,88,Sahuayo,45,Jiquilpan,1,Abeja,7,Miel,2.863,0,48.75,139.56,0
2018,16,Michoacán,88,Sahuayo,51,Marcos Castellanos,1,Abeja,2,Cera,1.104,0,121.3,133.915,0
2018,16,Michoacán,88,Sahuayo,62,Pajacuarán,1,Abeja,2,Cera,2.8,0,90,252,0
2018,16,Michoacán,88,Sahuayo,62,Pajacuarán,1,Abeja,7,Miel,28,0,45,1260,0
2018,16,Michoacán,88,Sahuayo,76,Sahuayo,1,Abeja,2,Cera,1.104,0,94.02,103.798,0
2018,16,Michoacán,88,Sahuayo,76,Sahuayo,1,Abeja,7,Miel,124.58,0,47.04,5860.243,0
2018,16,Michoacán,88,Sahuayo,103,Venustiano Carranza,1,Abeja,2,Cera,2.6,0,88,228.8,0
2018,16,Michoacán,88,Sahuayo,103,Venustiano Carranza,1,Abeja,7,Miel,61,0,44,2684,0
2018,16,Michoacán,88,Sahuayo,104,Villamar,1,Abeja,2,Cera,0.4,0,85,34,0
